"","1997-09-12","1998-02-12","1998-08-13","2004-03-25","2004-09-27","2005-03-29","2005-09-28","2006-03-27","2006-09-26","2007-03-28","2007-09-26","2008-03-27","2008-09-26","2009-03-27","2009-09-28","2010-03-29","2010-09-28","2011-03-29","2011-09-28","2012-03-28","2012-09-26","2013-03-26","2013-09-26","2014-03-27","2014-09-26","2015-03-27","2015-09-28","2016-03-29","2016-09-28"
"Dividend",0.05,0.05,0.05,0.1,0.1,0.1,0.12,0.12,0.13,0.13,0.14,0.14,0.16,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
