"","1984-03-12","1984-12-20","1985-06-10","1985-09-17","1985-12-09","1986-03-11","1986-06-11","1986-09-11","1986-12-10","1987-04-03","1987-06-16","1987-09-16","1987-12-28","1999-06-11","1999-09-13","1999-12-13","2000-03-13","2000-06-13","2000-09-13","2000-12-13","2001-06-13","2001-12-12","2002-06-11","2002-12-12","2003-06-11","2003-12-15","2004-06-10","2004-12-14","2005-06-10","2005-12-14","2006-06-12","2006-12-13","2007-06-11","2007-12-12","2008-06-11","2009-01-14","2009-07-16","2010-01-14","2010-07-16","2011-01-14","2011-07-21","2012-01-23","2012-07-20","2013-01-23","2013-07-22","2014-01-22","2014-07-22","2015-01-21","2015-07-22","2016-01-20","2016-07-20"
"Dividend",0.105,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.025,0.025,0.025,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
