"","1982-02-05","1982-05-06","1982-08-06","1982-11-05","1983-02-04","1983-05-12","1983-08-08","1983-11-03","1984-02-06","1984-05-10","1984-08-07","1989-05-02","1989-08-01","1989-11-06","1990-01-30","1990-04-24","1990-07-31","1990-10-29","1991-01-25","1991-04-30","1991-07-24","1991-10-23","1992-02-04","1992-05-12","1992-07-21","1992-10-23","1993-01-26","1993-05-10","1993-07-21","1993-10-26","1994-01-25","1994-05-03","1994-08-02","1994-10-25","1995-02-06","1995-05-03","1995-08-04","1995-11-06","1996-02-07","1996-05-08","1996-08-07","1996-11-06","1997-02-06","1997-05-01","1997-08-01","1997-08-14","1997-11-06","1998-02-06","1998-05-07","1998-08-06","1998-11-05","1999-02-05","1999-05-07","1999-08-09","1999-11-05","2000-02-14","2000-05-25","2000-08-14","2000-11-13","2001-02-12","2001-05-24","2001-08-13","2001-11-09","2002-02-11","2002-05-23","2002-08-12","2002-11-08","2003-02-10","2003-05-22","2003-08-11","2003-11-07","2004-02-09","2004-05-17","2004-08-09","2004-11-08","2005-02-14","2005-05-16","2005-08-08","2005-11-07","2006-02-13","2006-05-15","2006-08-14","2006-11-06","2007-02-12","2007-05-14","2007-08-06","2007-11-05","2008-02-11","2008-05-23","2008-08-04","2008-11-07","2009-02-09","2009-05-22","2009-08-10","2009-11-06","2010-02-12","2010-05-17","2010-08-16","2010-11-15","2011-02-14","2011-05-16","2011-08-15","2011-11-14","2012-02-13","2012-05-21","2012-08-13","2012-11-19","2013-02-11","2013-05-20","2013-08-12","2013-11-25","2014-02-10","2014-05-19","2014-08-18","2014-11-17","2015-02-09","2015-05-11","2015-07-31","2015-11-19","2016-02-05","2016-05-23","2016-08-09"
"Dividend",0.01828,0.01828,0.01828,0.02285,0.02285,0.02285,0.02285,0.02514,0.02514,0.02514,0.02514,0.01143,0.01143,0.01143,0.01143,0.016,0.016,0.016,0.016,0.02057,0.02057,0.02057,0.02057,0.02514,0.02514,0.02514,0.02514,0.02514,0.02514,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,0.02971,3.14214,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.01828,0.02285,0.02285,0.02285,0.02285,0.02285,0.02285,0.02285,0.02285,0.02742,0.02742,0.03428,0.03428,0.03656,0.03656,0.0457,0.0457,0.0457,0.05484,0.07313,0.07313,0.07313,0.10969,0.10969,0.10969,0.10969,0.10969,0.13711,0.13711,0.13711,0.13711,0.13711,0.13711,0.13711,0.0457,0.0457,0.0457,0.0457,0.0457,0.0457,0.0457,0.13711,0.13711,0.13711,0.15996,0.15996,0.18282,0.2,0.225,0.225,0.25,0.25,0.275,0.275,0.4,0.4,0.4,0.5,0.6,0.6,0.6
