"","1993-06-24","1993-09-02","1993-09-24","1993-12-27","1994-03-25","1994-06-24","1994-09-26","1994-12-23","1995-03-27","1995-06-28","1995-09-27","1995-12-27","1996-03-27","1996-06-12","1996-09-26","1996-12-27","1997-03-26","1997-06-26","1997-09-26","1997-12-10","1998-03-27","1998-06-26","1998-09-28","1998-12-11","1999-03-29","1999-06-28","1999-09-28","1999-12-29","2000-03-29","2000-06-28","2000-09-27","2000-12-27","2001-03-28","2001-05-11","2001-06-27","2001-09-26","2001-12-27","2002-03-26","2002-06-26","2002-09-25","2002-12-24","2003-03-27","2003-06-26","2003-09-26","2003-12-29","2004-03-29","2004-06-28","2004-09-28","2004-12-29","2005-03-29","2005-06-28","2005-09-28","2005-12-28","2006-03-29","2006-06-28","2006-09-27","2006-12-27","2007-03-28","2007-06-27","2007-09-26","2007-12-27","2008-03-27","2008-06-26","2008-10-09","2009-01-06","2009-03-27","2009-07-24","2009-09-29","2009-12-15","2010-03-29","2010-07-23","2010-09-29","2010-12-14","2011-03-30","2011-06-28","2011-09-28","2012-01-10","2012-03-28","2012-07-27","2012-09-26","2012-12-13","2013-03-26","2013-07-19","2013-09-26","2014-01-13","2014-03-26","2014-04-02","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-07-21","2014-09-26","2014-12-15","2016-03-29"
"Dividend",0.03333,0.07667,0.03333,0.03333,0.03333,0.03667,0.03667,0.03667,0.03667,0.04667,0.04667,0.04667,0.04667,0.06,0.06,0.06,0.06,0.07333,0.07333,0.08,0.08,0.09,0.09,0.09,0.09,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.29,0.26,0.27,0.25,0.31,0.31,0.31,0.31,0.33,0.33,0.33,0.33,0.35,0.35,0.47,0.47,0.49,0.49,0.49,0.49,0.51,0.51,0.63,0.63,0,0,0,0,0,0.65,0.65,0.65,0.67
