"","1983-04-26","1983-07-29","1983-10-31","1984-01-30","1984-04-30","1984-07-30","1984-10-29","1985-01-28","1985-04-29","1985-07-29","1985-10-28","1986-01-27","1986-04-28","1986-07-28","1986-10-27","1987-01-26","1987-07-27","1987-10-26","1988-01-25","1988-04-25","1988-07-25","1988-10-24","1989-01-23","1989-04-24","1989-07-24","1989-10-24","1990-01-22","1990-04-23","1990-07-23","1990-10-22","1991-01-22","1991-04-22","1991-07-22","1991-10-21","1992-01-27","1992-04-27","1992-07-27","1992-10-26","1993-01-25","1993-04-26","1993-07-26","1993-10-25","1994-01-24","1994-04-25","1994-07-25","1994-10-24","1995-01-23","1995-04-24","1995-07-26","1995-10-25","1996-01-24","1996-04-24","1996-07-24","1996-10-23","1997-01-29","1997-04-23","1997-07-24","1997-10-22","1998-01-28","1998-04-22","1998-07-22","1998-10-21","1999-01-25","1999-04-28","1999-07-28","1999-10-27","2000-01-27","2000-04-26","2000-07-27","2000-10-27","2001-01-29","2001-04-26","2001-07-30","2001-10-29","2002-01-29","2002-04-26","2002-07-29","2002-10-29","2003-01-29","2003-04-28","2003-07-29","2003-10-28","2004-01-27","2004-04-26","2004-07-26","2004-10-27","2005-01-27","2005-04-26","2005-07-27","2005-10-27","2006-01-25","2006-04-26","2006-07-27","2006-10-27","2007-01-29","2007-04-25","2007-07-25","2007-10-29","2008-01-24","2008-04-23","2008-07-24","2008-10-24","2009-01-26","2009-04-23","2009-07-23","2009-10-26","2010-01-26","2010-04-26","2010-07-26","2010-10-25","2011-01-25","2011-04-25","2011-07-25","2011-10-24","2012-01-24","2012-04-23","2012-07-23","2012-10-22","2013-01-18","2013-04-22","2013-07-22","2013-10-28","2014-01-27","2014-04-21","2014-07-21","2014-10-27","2015-01-26","2015-04-20","2015-07-20","2015-10-26","2016-01-25","2016-04-18","2016-07-25"
"Dividend",0.01875,0.0325,0.0325,0.0325,0.0375,0.0375,0.0375,0.0375,0.0425,0.0425,0.0425,0.0425,0.0475,0.0475,0.0475,0.0475,0.055,0.055,0.055,0.065,0.065,0.065,0.065,0.0775,0.0775,0.0775,0.0775,0.09,0.09,0.09,0.09,0.0975,0.0975,0.0975,0.0975,0.105,0.105,0.105,0.105,0.1125,0.1125,0.1125,0.1125,0.1125,0.12,0.12,0.12,0.12,0.1325,0.1325,0.1325,0.1325,0.145,0.145,0.145,0.145,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.31,0.31,0.4,0.4,0.4,0.4,0.46,0.46,0.46,0.46,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.64,0.64,0.64,0.64,0.71,0.71,0.71,0.71,0.74,0.74,0.74,0.74,0.77,0.77,0.77,0.77,0.8
