"","1991-11-22","1992-03-27","1992-07-06","1992-09-24","1993-01-22","1993-04-02","1993-07-06","1993-10-01","1994-01-21","1994-04-04","1994-07-01","1994-10-06","1995-01-27","1995-04-10","1995-07-05","1995-10-10","1996-01-31","1996-04-11","1996-07-10","1996-10-09","1997-02-04","1997-04-18","1997-07-09","1997-09-23","1998-02-03","1998-04-14","1998-07-13","1998-09-24","1999-02-03","1999-04-21","1999-07-08","1999-09-22","2000-02-11","2000-05-23","2000-08-11","2000-11-13","2001-02-13","2001-05-23","2001-08-13","2001-11-28","2002-01-31","2002-05-23","2002-08-01","2002-11-27","2003-03-06","2003-06-05","2003-09-04","2003-12-04","2004-03-04","2004-06-03","2004-09-01","2004-12-02","2005-03-08","2005-06-07","2005-09-06","2005-12-06","2006-03-13","2006-06-08","2006-09-07","2006-12-07","2007-03-13","2007-06-07","2007-09-06","2007-12-06","2008-03-12","2008-06-11","2008-09-10","2008-12-05","2009-03-11","2009-06-11","2009-09-11","2009-12-11","2010-03-11","2010-06-11","2010-09-13","2010-12-13","2011-03-11","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-11","2014-12-11","2015-03-11","2015-06-11","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-07-13","2016-09-13"
"Dividend",0.45,0.115,0.115,0.115,0.125,0.125,0.125,0.15,0.15,0.15,0.15,0.165,0.165,0.165,0.165,0.2,0.2,0.25,0.25,0.25,0.32,0.32,0.32,0.4,0.4,0.4,0.4,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.5,0.5,0.5,0.5,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.19,0.19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.2,0.2
