"","1990-06-11","1990-09-10","1990-12-10","1991-03-11","1991-06-10","1991-09-09","1991-12-09","1992-03-09","1992-06-09","1992-09-09","1992-12-09","1993-03-01","1993-03-09","1993-06-11","1993-09-09","1993-12-13","1994-03-11","1994-06-13","1994-09-12","1994-12-12","1995-03-13","1995-06-14","1995-09-13","1995-12-13","1996-03-13","1996-06-12","1996-09-11","1996-12-11","1997-03-12","1997-06-12","1997-09-11","1997-12-11","1998-03-18","1998-06-15","1998-09-15","1998-12-15","1999-03-16","1999-06-15","1999-09-13","1999-12-14","2000-03-15","2000-06-14","2000-09-13","2000-12-13","2001-03-14","2001-06-13","2001-09-12","2001-09-17","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-11","2003-03-12","2003-06-11","2003-09-11","2003-12-17","2004-03-16","2004-06-15","2004-07-29","2004-10-28","2005-01-28","2005-04-28","2005-07-28","2005-10-28","2006-01-30","2006-04-27","2006-07-28","2006-10-30","2006-12-19","2007-03-15","2007-06-14","2007-09-13","2007-12-17","2008-03-14","2008-06-13","2008-09-15","2008-12-15","2009-03-16","2009-06-15","2009-09-15","2009-12-14","2010-03-16","2010-06-15","2010-09-15","2010-12-15","2011-03-16","2011-06-15","2011-09-14","2011-12-14","2012-03-14","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-10","2014-12-10","2015-03-11","2015-06-10","2015-09-09","2015-12-09","2016-03-09","2016-06-08","2016-09-07"
"Dividend",0.08468,0.08468,0.08468,0.08836,0.08836,0.08836,0.08836,0.09204,0.09204,0.09204,0.09204,0,0.1053,0.1053,0.1053,0.1053,0.1215,0.1215,0.1215,0.1215,0.13365,0.13365,0.13365,0.13365,0.14175,0.14175,0.14175,0.14175,0.162,0.162,0.162,0.162,0.1863,0.1863,0.1863,0.1863,0.20249,0.20249,0.20249,0.20249,0.21869,0.21869,0.21869,0.21869,0.22679,0.22679,0.22679,0.28,0.22679,0.23489,0.23489,0.23489,0.23489,0.24299,0.24299,0.25919,0.25919,0.33371,0.33452,0.333,0.333,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.38,0.38,0.38,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.065,0.065
