"","2002-04-29","2002-07-10","2003-04-17","2003-07-10","2004-04-30","2004-07-09","2005-04-22","2005-07-11","2006-05-05","2006-07-12","2007-05-04","2008-04-18","2009-05-04","2010-05-07","2011-07-05","2012-07-04","2012-07-24","2013-05-02","2014-04-24","2015-06-17","2016-05-23"
"Dividend",0.56,0.57,0.64,0.75,0.74,0.75,0.94,0.75,1,1.15,1.03,1.08,1.08,1.08,1.08,0.52,0.52,0.58,0.62,0.68,0.7
