"","2000-05-17","2001-05-16","2002-02-11","2002-05-17","2003-02-14","2003-05-16","2004-02-06","2004-05-14","2005-02-04","2005-05-13","2006-02-10","2006-05-17","2007-01-30","2007-05-16","2008-04-24","2008-05-09","2009-05-15","2010-05-19","2011-05-13","2012-05-17","2013-05-15","2014-05-16","2015-05-14","2016-05-13"
"Dividend",0.4,0.46,1.96,0.52,1.06,0.52,1.06,0.58,1.23,0.62,1.32,0.64,1.48,0.7,2,1.06,0.3,0.3,1.3,2.3,2.5,2.6,2.9,3.2
