"","2009-06-04","2009-09-03","2009-12-03","2010-03-04","2010-06-04","2010-09-02","2010-12-02","2011-03-03","2011-06-02","2011-09-01","2011-12-01","2012-03-07","2012-05-31","2012-09-06","2012-12-05","2013-03-06","2013-06-05","2013-09-05","2013-12-04","2014-03-05","2014-06-04","2014-09-05","2014-12-03","2015-03-04","2015-06-03","2015-09-03","2015-12-02","2016-03-02","2016-06-01","2016-09-08"
"Dividend",0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.225,0.225,0.225,0.225,0.3,0.3,0.3,0.3,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338
