"","1987-11-20","1988-02-22","1988-05-23","1988-08-22","1988-11-22","1989-02-23","1989-05-23","1989-08-24","1989-11-22","1990-02-26","1990-05-23","1990-08-24","1990-10-29","1991-02-25","1991-05-24","1991-08-23","1991-11-20","1992-02-21","1992-05-26","1992-08-24","1992-11-20","1993-02-19","1993-05-21","1993-08-24","1993-11-22","1994-02-18","1994-05-23","1994-08-24","1994-11-22","1995-02-21","1995-05-23","1995-08-28","1995-11-27","1996-02-26","1996-05-28","1996-08-27","1996-11-25","1997-02-25","1997-05-27","1997-08-26","1997-11-24","1998-02-24","1998-05-26","1998-08-26","1998-11-24","1999-02-23","1999-05-25","1999-08-26","1999-11-24","2000-02-24","2000-05-25","2000-08-28","2000-11-27","2001-02-23","2001-05-25","2001-08-28","2001-11-27","2002-02-25","2002-05-28","2002-08-27","2002-11-25","2011-03-09","2011-06-08","2011-09-07","2011-11-29","2012-03-07","2012-06-06","2012-09-04","2012-11-29","2013-03-07","2013-06-05","2013-08-29","2013-11-27","2014-02-27","2014-05-30","2014-08-28","2014-11-26","2015-02-26","2015-05-29","2015-08-28","2015-11-27","2016-02-26","2016-05-27","2016-08-30"
"Dividend",0.01889,0.01889,0.02222,0.02222,0.02222,0.02222,0.02833,0.02833,0.02833,0.02833,0.03167,0.03167,0.03167,0.03167,0.035,0.035,0.035,0.035,0.03833,0.03833,0.03833,0.03833,0.04167,0.04167,0.04167,0.04167,0.04667,0.04667,0.04667,0.04667,0.05167,0.05167,0.05167,0.05167,0.05667,0.05667,0.05667,0.05667,0.065,0.065,0.065,0.065,0.075,0.075,0.075,0.075,0.085,0.085,0.085,0.085,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.075,0.075,0.075,0.075,0.095,0.095,0.095,0.095,0.12,0.12,0.12,0.12,0.15,0.15,0.15
