"","1982-06-07","1982-09-07","1982-12-07","1983-03-07","1983-06-06","1983-09-02","1983-12-05","1984-03-07","1984-06-06","1984-09-06","1984-12-07","1985-03-07","1985-06-06","1985-09-06","1985-12-09","1986-03-07","1986-06-06","1986-09-08","1986-12-08","1987-03-09","1987-06-08","1987-09-04","1987-12-07","1988-03-07","1988-06-06","1988-09-06","1988-12-07","1989-03-07","1989-06-06","1989-09-06","1989-12-07","1990-03-07","1990-06-06","1990-09-06","1990-12-07","1991-03-07","1991-06-06","1991-09-06","1991-12-09","1992-03-09","1992-06-08","1992-09-04","1992-12-07","1993-03-08","1993-06-07","1993-09-03","1993-12-07","1994-03-07","1994-06-06","1994-09-06","1994-12-07","1995-03-07","1995-06-08","1995-09-08","1995-12-11","1996-03-11","1996-06-10","1996-09-10","1996-12-11","1997-03-11","1997-06-10","1997-09-10","1997-12-10","1998-03-11","1998-06-10","1998-09-09","1998-12-22","1999-03-10","1999-06-09","1999-09-08","1999-12-21","2000-03-09","2000-06-08","2000-09-08","2000-12-20","2001-03-09","2001-06-08","2001-09-10","2001-12-13","2002-03-11","2002-06-10","2002-09-10","2002-12-11","2003-03-07","2003-06-06","2003-09-09","2003-12-09","2004-03-11","2004-06-10","2004-09-09","2004-12-09","2005-03-10","2005-06-09","2005-09-08","2005-12-08","2006-03-09","2006-06-08","2006-09-07","2006-12-07","2007-03-09","2007-06-08","2007-09-10","2007-12-11","2008-03-07","2009-03-09","2010-03-09","2011-03-09","2012-03-08","2013-03-08","2014-03-10","2015-03-10","2016-03-09"
"Dividend",0.06389,0.06389,0.06389,0.06889,0.06889,0.06889,0.06889,0.07222,0.07222,0.07222,0.07222,0.07222,0.07222,0.07222,0.07222,0.07222,0.07222,0.07222,0.07222,0.07778,0.07778,0.07778,0.07778,0.08222,0.12522,0.08222,0.08222,0.08222,0.08222,0.08222,0.08222,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08444,0.08889,0.08889,0.08889,0.08889,0.09222,0.09222,0.09222,0.09222,0.09556,0.096,0.096,0.096,0.1,0.1,0.1,0.1,0.10333,0.10333,0.10333,0.10333,0.10667,0.10667,0.10667,0.10667,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
