"","1984-12-10","1985-03-11","1985-06-10","1985-09-09","1985-12-09","1986-03-10","1986-06-09","1986-09-09","1986-12-08","1987-03-09","1987-06-08","1987-09-04","1987-12-07","1988-03-07","1988-06-06","1988-09-02","1988-12-05","1989-03-06","1989-06-05","1989-09-11","1989-12-11","1990-03-05","1990-06-11","1990-09-10","1990-12-10","1991-03-11","1991-06-10","1991-09-09","1991-12-09","1992-03-09","1992-06-08","1992-09-04","1992-12-07","1993-03-08","1993-06-07","1993-09-03","1993-12-06","1994-03-07","1994-06-06","1994-09-02","1994-12-05","1995-03-06","1995-06-06","1995-09-13","1995-12-13","1996-03-13","1996-06-12","1996-09-11","1996-12-11","1997-03-12","1997-06-11","1997-09-10","1997-12-10","1998-03-11","1998-06-10","1998-06-25","1998-09-09","1998-12-09","1999-03-10","1999-06-09","1999-09-08","1999-12-08","2000-03-08","2000-06-13","2000-09-13","2000-12-13","2001-03-07","2001-06-13","2001-09-12","2001-09-17","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-11","2003-03-12","2003-06-11","2003-09-10","2003-12-10","2004-03-10","2004-06-09","2004-09-08","2004-12-08","2005-03-09","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-13","2006-12-13","2007-03-07","2007-06-13","2007-09-12","2007-12-12","2008-03-12","2008-06-11","2008-09-10","2008-12-10","2009-03-11","2009-06-10","2009-09-09","2009-12-09","2010-03-10","2010-06-09","2010-09-08","2010-12-08","2011-03-09","2011-06-08","2011-09-07","2011-12-07","2012-03-07","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-10","2014-12-10","2015-03-11","2015-06-10","2015-09-09","2015-12-09","2016-03-09","2016-06-08","2016-09-07"
"Dividend",0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.07,0.07,0.07,0.07,0.07,0.0775,0.0775,0.0775,0.0775,0.0875,0.0875,0.0875,0.0875,0.0975,0.0975,0.0975,0.0975,0.11,0.11,0.11,0.11,0.125,0.125,0.125,0.125,0.1425,0.1425,0.2475,0.1425,0.1425,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.325,0.325,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.175,0.175,0.175,0.175,0.175,0.194,0.194,0.194,0.194,0.194,0.194,0.23,0.23,0.23,0.23,0.23,0.23,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
