"","1998-09-28","1998-12-29","1999-09-28","2000-09-27","2001-09-25","2002-09-26","2003-09-26","2004-02-26","2004-05-27","2004-08-30","2004-11-29","2005-02-25","2005-05-27","2005-08-30","2005-11-29","2006-03-02","2006-06-01","2006-08-31","2006-11-30","2007-03-08","2007-05-31","2007-08-30","2007-11-29","2008-03-06","2008-05-29","2008-08-28","2008-11-26","2009-03-05","2009-05-28","2009-09-03","2009-11-30","2010-03-01","2010-05-27","2010-09-02","2010-11-29","2011-03-09","2011-05-31","2011-09-01","2011-11-28","2012-03-07","2012-06-06","2012-09-05","2012-11-26","2013-03-07","2013-06-05","2013-09-04","2013-12-02","2014-03-06","2014-06-04","2014-09-03","2014-12-03","2015-03-05","2015-06-03","2015-09-10","2015-12-02","2016-03-03","2016-06-01","2016-09-07"
"Dividend",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.188,0.188,0.188,0.188,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.24,0.24,0.24,0.24,0.27,0.27,0.27,0.27,0.29,0.29,0.29,0.29,0.315,0.315,0.315,0.315,0.34,0.34,0.34,0.34,0.355,0.355,0.355,0.355,0.365,0.365,0.365,0.365,0.375,0.375,0.375,0.375,0.385,0.385,0.385,0.385,0.41,0.41,0.41
