"","2013-03-13","2013-05-13","2013-08-14","2013-11-13","2014-02-13","2014-08-11","2014-11-07","2015-02-13","2015-05-11","2015-08-10","2015-11-09","2016-02-12","2016-05-09","2016-08-08"
"Dividend",0.17,0.17,0.17,0.17,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.29,0.29
