"","1999-09-08","1999-12-08","2000-03-08","2000-06-07","2000-09-14","2000-12-07","2001-03-07","2001-06-14","2001-09-06","2001-12-13","2002-03-07","2002-06-14","2002-09-06","2002-12-18","2003-03-07","2003-06-06","2003-09-08","2003-12-17","2004-03-08","2004-06-08","2004-09-08","2004-12-08","2005-03-08","2005-06-14","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-07","2006-12-07","2007-03-13","2007-06-07","2007-09-06","2007-12-07","2008-03-06","2008-06-06","2008-09-08","2008-12-11","2009-03-06","2009-06-08","2009-09-08","2009-12-08","2010-03-08","2010-06-08","2010-09-08","2010-12-08","2011-03-08","2011-06-08","2011-09-08","2011-12-07","2012-03-07","2012-06-07","2012-09-06","2012-12-06","2013-03-06","2013-06-06","2013-09-06","2013-12-12","2014-03-06","2014-06-06","2014-09-08","2014-12-11","2015-03-06","2015-06-08","2015-09-08","2015-12-10","2016-03-08","2016-06-08","2016-09-08"
"Dividend",0.09688,0.09688,0.09688,0.09688,0.09688,0.09688,0.09688,0.09688,0.10938,0.10938,0.10938,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.13125,0.15625,0.15625,0.15625,0.1875,0.1875,0.1875,0.1875,0.2125,0.2125,0.2125,0.2125,0.2125,0.2125,0.2125,0.2125,0.2125,0.225,0.225,0.225,0.225,0.245,0.265,0.265,0.265,0.28,0.28,0.295,0.295,0.295,0.295,0.315,0.315,0.315,0.335,0.335,0.335,0.335,0.335,0.335,0.36,0.36,0.42,0.42,0.46
