"","1984-05-22","1984-08-14","1984-11-13","1985-02-08","1985-05-21","1985-08-14","1985-11-13","1986-02-10","1986-05-20","1986-08-14","1986-11-13","1987-02-11","1987-05-19","1987-08-13","1987-11-12","1988-02-10","1988-05-18","1988-08-11","1988-11-15","1989-02-14","1989-05-17","1989-08-15","1989-11-14","1990-02-13","1990-05-16","1990-08-14","1990-11-13","1991-02-12","1991-05-15","1991-08-14","1991-11-12","1992-02-10","1992-05-12","1992-08-18","1992-11-17","1993-02-08","1993-05-17","1993-08-17","1993-11-16","1994-02-14","1994-05-17","1994-08-16","1994-11-15","1995-02-13","1995-05-25","1995-08-30","1995-11-29","1996-02-29","1996-05-30","1996-08-29","1996-11-27","1997-03-06","1997-05-29","1997-08-28","1997-11-26","1998-03-05","1998-05-28","1998-08-28","1998-11-27","1999-03-04","1999-05-27","1999-08-30","1999-11-29","2000-03-02","2000-05-30","2000-08-30","2000-11-29","2001-03-01","2001-05-30","2001-08-30","2001-11-29","2002-02-28","2002-05-30","2002-08-29","2002-11-27","2003-02-27","2003-05-29","2003-08-28","2003-11-26","2004-02-26","2004-05-27","2004-08-30","2004-11-29","2005-02-25","2005-05-27","2005-08-30","2005-11-29","2006-02-27","2006-05-30","2006-08-30","2006-11-29","2007-02-27","2007-05-30","2007-08-30","2007-11-29","2008-02-28","2008-05-29","2008-08-28","2008-11-26","2009-02-26","2009-05-28","2009-08-28","2009-11-27","2010-02-25","2010-05-27","2010-08-30","2010-11-29","2011-02-25","2011-05-27","2011-08-30","2011-11-29","2012-02-28","2012-05-30","2012-08-30","2012-11-29","2013-02-27","2013-05-30","2013-08-29","2013-11-27","2014-02-27","2014-05-29","2014-08-28","2014-11-26","2015-02-26","2015-05-28","2015-08-28","2015-11-27","2016-02-26","2016-05-27","2016-08-30"
"Dividend",0.04601,0.04601,0.04601,0.04601,0.06135,0.06135,0.06135,0.06135,0.07669,0.07669,0.07669,0.07669,0.10736,0.10736,0.10736,0.10736,0.1227,0.1227,0.1227,0.1227,0.13804,0.13804,0.13804,0.13804,0.13804,0.13804,0.13804,0.13804,0.15337,0.15337,0.15337,0.15337,0.16258,0.16258,0.16258,0.16258,0.16258,0.16258,0.16258,0.16258,0.17485,0.17485,0.17485,0.17485,0.175,0.175,0.175,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.42,0.42,0.42,0.42,0.57,0.57,0.57,0.57,0.63,0.63,0.63,0.63,0.75,0.75,0.75,0.75,1,1,1,1,1.15,1.15,1.15,1.15,1.33,1.33,1.33,1.33,1.5,1.5,1.5,1.5,1.65,1.65,1.65,1.65
