"","1986-11-03","1987-02-02","1987-05-01","1987-08-03","1987-11-02","1988-02-02","1988-05-03","1988-08-02","1988-11-03","1989-02-01","1989-05-01","1989-08-01","1989-11-01","1990-02-01","1990-05-01","1990-08-01","1990-11-01","1991-02-01","1991-05-01","1991-08-01","1991-11-01","1992-02-03","1992-05-01","1992-08-04","1992-11-03","1993-02-02","1993-05-04","1993-08-03","1993-11-02","1994-02-02","1994-05-03","1994-08-02","1994-11-02","1995-02-02","1995-05-02","1995-08-04","1995-11-06","1996-02-09","1996-05-09","1996-08-09","1996-11-08","1997-02-11","1997-05-09","1997-08-11","1997-11-10","1998-02-10","1998-05-08","1998-08-10","1998-11-09","1999-02-10","1999-05-10","1999-08-10","1999-11-09","2000-02-10","2000-05-10","2000-08-10","2000-11-10","2001-02-12","2001-05-10","2001-08-10","2001-11-09","2002-02-12","2002-05-10","2002-08-12","2002-11-12","2003-02-12","2003-05-12","2003-08-12","2003-11-12","2004-02-11","2004-05-12","2004-08-11","2004-11-09","2005-02-09","2005-05-11","2005-08-10","2005-11-08","2006-02-10","2006-05-10","2006-08-10","2006-11-10","2007-02-12","2007-05-10","2007-08-10","2007-11-09","2008-02-12","2008-05-12","2008-08-12","2008-11-12","2009-02-11","2009-05-12","2009-08-12","2009-11-10","2010-02-10","2010-05-12","2010-08-11","2010-11-09","2011-02-10","2011-05-11","2011-08-10","2011-11-09","2012-02-10","2012-05-10","2012-08-10","2012-11-09","2013-02-12","2013-05-10","2013-08-12","2013-11-12","2014-02-12","2014-08-12","2014-11-12","2015-02-11","2015-05-12","2015-06-30","2015-08-12","2015-11-10","2016-02-10","2016-05-11","2016-08-10"
"Dividend",0.11167,0.11167,0.12,0.12,0.12,0.12,0.12833,0.12833,0.12833,0.12833,0.13833,0.13833,0.13833,0.13833,0.14667,0.14667,0.14667,0.14667,0.155,0.155,0.155,0.155,0.16233,0.1625,0.1625,0.1625,0.1685,0.17,0.17,0.17,0.176,0.176,0.176,0.176,0.184,0.184,0.184,0.184,0.19,0.19,0.19,0.19,0.1925,0.1925,0.1925,0.1925,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.105,0.105,0.105,0.11,0.11,0.11,0.11,0.115,0.115,0.115,0.115,0.125,0.125,0.125,0.125,0.135,0.135,0.135,0.135,0.169,0.169,0.169,0.169,0.2,0.2,0.2,0.2,0.26,0.26,0.26,0.26,0.3,0.3,0.3,0.3,0.34,0.34,0.383,0.383,0.39,0.39,0.39,0.422,0.423,0.207,0.234,0.458,0.495,0.495,0.495
