"","2014-06-09","2014-09-08","2014-12-08","2015-03-09","2015-06-08","2015-09-04","2015-12-07","2016-03-07","2016-06-06","2016-09-12"
"Dividend",0.18,0.18,0.18,0.18,0.3,0.3,0.3,0.3,0.3,0.3
