"","1980-03-06","1980-06-05","1980-09-04","1980-11-26","1981-03-05","1981-06-04","1981-11-25","1982-03-04","1982-06-03","1982-09-01","1982-11-24","1983-03-03","1983-06-02","1983-08-31","1983-11-23","1984-03-01","1984-05-03","1984-09-06","1984-12-06","1985-03-07","1985-06-06","1985-09-05","1985-11-27","1986-03-06","1986-06-05","1986-09-04","1986-11-26","1987-03-05","1987-06-04","1987-08-06","1987-09-02","1987-11-25","1988-02-23","1988-06-02","1988-09-08","1988-11-23","1989-03-02","1989-06-05","1989-09-07","1989-12-07","1990-03-01","1990-06-07","1990-08-29","1990-12-06","1991-03-07","1991-06-06","1991-09-10","1992-03-05","1992-06-04","1992-09-02","1992-12-03","1993-03-04","1993-06-03","1993-09-01","1993-12-02","1994-03-10","1994-06-09","1994-09-08","1994-12-08","1995-03-09","1995-06-12","1995-09-11","1995-12-20","1996-03-11","1996-06-10","1996-09-06","1996-10-16","1996-12-16","1997-03-10","1997-06-09","1997-09-08","1997-12-08","1998-03-09","1998-06-08","1998-09-04","1998-12-07","1999-03-08","1999-06-07","1999-09-03","1999-12-06","2000-03-13","2000-06-12","2000-09-11","2000-12-11","2001-03-12","2001-06-11","2001-09-10","2001-12-10","2002-03-11","2002-06-10","2002-09-09","2002-12-09","2003-03-10","2003-06-09","2003-09-08","2003-12-08","2004-03-08","2004-06-07","2004-09-03","2004-12-06","2005-03-07","2005-06-06","2005-09-12","2005-12-12","2006-03-06","2006-05-26","2006-08-29","2006-11-28","2007-02-26","2007-05-25","2007-08-28","2007-11-27","2008-03-10","2008-06-04","2008-08-27","2008-11-26","2009-02-25","2009-05-27","2009-08-27","2009-11-25","2010-02-24","2010-05-26","2010-08-27","2010-11-26","2011-02-24","2011-05-26","2011-08-29","2011-11-28","2012-02-27","2012-05-29","2012-08-29","2012-11-28","2013-02-26","2013-05-29","2013-08-28","2013-11-29","2014-02-26","2014-06-12","2014-08-27","2014-11-28","2015-02-25","2015-05-27","2015-08-27","2015-11-25","2016-02-25","2016-05-26","2016-08-29"
"Dividend",0.02942,0.02942,0.02942,0.03362,0.03362,0.03362,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.03783,0.04203,0.04203,0.04203,0.01681,0.04203,0.04203,0.04203,0.04203,0.04623,0.04623,0.04623,0.04623,0.04623,0.04875,0.04875,0.04875,0.04875,0.05253,0.05253,0.05253,0.05716,0.05716,0.05716,0.0622,0.0622,0.0622,0.0622,0.06724,0.06724,0.06724,0.06724,0.07229,0.07229,0.07229,0.07229,0.07229,0.07229,0.07229,0.07229,0.07229,0,0.1075,0.1075,0.1075,0.1075,0.1075,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0575,0.0575,0.0575,0.0575,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0875,0.0875,0.0875,0.11,0.11,0.11,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.165,0.165,0.19,0.19,0.2375,0.2375,0.3,0.3,0.3,0.3,0.345,0.345,0.345,0.395,0.395,0.455,0.455,0.5,0.5,0.55,0.55,0.55,0.55,0.55,0.55,0.55
