"","1980-03-03","1980-05-23","1980-09-02","1980-11-21","1981-03-03","1981-05-22","1981-09-01","1981-11-20","1982-03-03","1982-05-24","1982-09-02","1982-11-19","1983-03-02","1983-05-23","1983-08-30","1983-11-18","1984-03-02","1984-05-24","1984-08-28","1984-11-16","1985-03-01","1985-05-24","1985-08-29","1985-11-18","1986-03-04","1986-05-06","1986-08-29","1986-11-17","1987-03-03","1987-05-22","1987-09-02","1987-11-16","1988-03-02","1988-05-23","1988-09-01","1988-11-17","1989-03-02","1989-05-22","1989-08-31","1989-11-16","1990-03-01","1990-05-21","1990-08-31","1990-11-16","1991-03-01","1991-05-21","1991-08-30","1991-11-18","1992-02-28","1992-05-21","1992-08-21","1992-11-13","1993-02-26","1993-05-21","1993-08-27","1993-11-12","1993-12-15","1994-02-28","1994-05-23","1994-08-29","1994-11-14","1995-02-27","1995-05-22","1995-08-30","1995-11-15","1996-03-05","1996-05-23","1996-09-03","1996-11-19","1997-03-04","1997-05-27","1997-09-02","1997-11-18","1998-03-03","1998-05-26","1998-09-01","1998-11-17","1999-03-02","1999-05-26","1999-08-31","1999-11-16","2000-03-01","2000-05-24","2000-08-30","2000-11-15","2001-02-28","2001-05-23","2001-08-29","2001-11-14","2002-02-20","2002-05-21","2002-08-21","2002-11-20","2003-02-19","2003-05-20","2003-08-20","2003-11-19","2004-02-19","2004-05-18","2004-08-18","2004-11-17","2005-02-16","2005-05-18","2005-08-19","2005-11-18","2006-02-15","2006-05-18","2006-08-17","2006-11-16","2007-02-15","2007-05-17","2007-08-16","2007-11-15","2008-02-15","2008-05-15","2008-08-14","2008-11-13","2009-02-12","2009-05-14","2009-08-20","2009-11-12","2010-02-19","2010-05-21","2010-08-19","2010-11-18","2011-02-17","2011-05-19","2011-08-18","2011-11-17","2012-02-16","2012-05-17","2012-08-16","2012-11-15","2013-02-14","2013-05-16","2013-08-15","2013-11-14","2014-02-13","2014-05-15","2014-08-14","2014-11-13","2015-02-19","2015-05-14","2015-08-20","2015-11-19","2016-02-18","2016-05-19","2016-08-18"
"Dividend",0.08333,0.27267,0.09,0.09,0.09,0.43,0.09,0.09,0.09,0.37867,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,3.75,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.29,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.34,0.34,0.34,0.34,0.37,0.37,0.37,0.37,0.41,0.41,0.41,0.41,0.44
