"","2004-09-13","2004-12-09","2005-03-11","2005-06-13","2005-09-13","2005-12-13","2006-03-13","2006-06-13","2006-09-13","2006-12-13","2007-03-13","2007-06-13","2007-09-12","2007-12-12","2008-03-12","2008-06-11","2008-09-11","2008-12-11","2009-03-11","2009-12-08","2010-03-11","2010-06-11","2010-09-13","2010-12-08","2011-03-11","2011-06-13","2011-09-13","2011-12-07","2012-03-13","2012-06-13","2012-09-12","2012-09-13","2012-12-06","2013-03-13","2013-06-12","2013-09-12","2013-12-11","2014-03-12","2014-06-11","2014-09-11","2014-12-11","2015-03-12","2015-06-11","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-09-13"
"Dividend",0.111,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.25,0.25,0.25,0.25,0.25,0.25,0.13,0.1,0.1,0.1,0.1,0.14,0.14,0.14,0.14,0.2,0.2,0,0.2,0.25,0.25,0.4,0.4,0.4,0.4,0.47,0.47,0.47,0.47,0.59,0.59,0.59,0.59,0.78,0.78
