"","1994-01-26","1994-04-26","1994-07-26","1994-10-26","1995-01-26","1995-04-25","1995-07-28","1995-10-30","1996-01-30","1996-04-29","1996-07-30","1996-10-30","1997-01-30","1997-04-29","1997-07-30","1997-10-30","1998-01-29","1998-04-29","1998-07-30","1998-10-29","1999-01-28","1999-04-29","1999-07-29","1999-10-28","2000-01-28","2000-04-27","2000-07-28","2000-10-30","2001-01-30","2001-04-27","2001-07-30","2001-10-30","2002-01-30","2002-04-29","2002-07-30","2002-10-30","2003-01-30","2003-04-29","2003-07-30","2003-10-30","2004-01-29","2004-04-29","2004-07-29","2004-10-28","2005-01-28","2005-04-28","2005-07-28","2005-10-28","2006-01-30","2006-04-27","2006-07-28","2006-10-30","2007-01-30","2007-04-27","2007-07-30","2007-10-30","2008-01-30","2008-04-29","2008-07-30","2008-10-30","2009-01-29","2013-08-01","2013-10-30","2014-01-30","2014-04-02","2014-04-30","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-08-28","2014-11-26","2015-02-26","2015-05-28","2015-08-28","2015-11-27","2016-02-26","2016-05-27","2016-08-30"
"Dividend",0.01563,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0225,0.0225,0.0225,0.0225,0.03125,0.03125,0.03125,0.03125,0.035,0.035,0.035,0.035,0.04,0.04,0.04,0.04,0.0425,0.0425,0.0425,0.0425,0.055,0.055,0.055,0.055,0.06,0.125,0.125,0.125,0,0.125,0,0,0,0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
