"","1988-01-25","1988-07-25","1988-10-25","1989-01-25","1989-04-24","1989-07-25","1989-10-25","1990-01-25","1990-04-24","1990-07-25","1990-10-25","1991-01-25","1991-04-24","1991-07-25","1991-10-25","1992-01-27","1992-04-24","1992-07-27","1992-10-26","1993-01-25","1993-04-26","1993-07-26","1993-10-25","1994-01-25","1994-04-25","1994-07-25","1994-10-25","1995-01-25","1995-04-24","1995-07-27","1995-10-27","1996-01-31","1996-04-26","1996-08-01","1996-10-30","1997-01-29","1997-04-28","1997-07-31","1997-10-29","1998-01-22","1998-04-22","1998-04-30","1998-07-29","1998-10-28","1999-01-27","1999-04-28","1999-07-28","1999-10-27","2000-01-27","2000-04-26","2000-07-27","2000-10-27","2001-01-29","2001-04-26","2001-07-27","2001-10-29","2002-01-29","2002-04-26","2002-07-29","2002-10-29","2003-01-29","2003-04-28","2003-07-29","2003-10-29","2004-01-28","2004-04-28","2004-07-28","2004-10-27","2005-01-27","2005-04-27","2005-07-27","2005-10-27","2006-01-27","2006-04-26","2006-07-27","2006-10-27","2007-01-29","2007-04-26","2007-07-27","2007-10-29","2008-01-29","2008-04-28","2008-07-29","2008-10-29","2009-01-28","2009-04-28","2009-07-29","2009-10-28","2010-01-27","2010-04-28","2010-07-28","2010-10-27","2011-01-27","2011-04-27","2011-07-27","2011-10-27","2012-01-27","2012-04-26","2012-07-27","2012-10-31","2013-01-29","2013-04-26","2013-07-29","2013-10-29","2014-01-29","2014-04-28","2014-07-29","2014-10-29","2015-01-28","2015-04-28","2015-07-29","2015-10-28","2016-01-27","2016-04-27","2016-07-27"
"Dividend",0.2025,0.2025,0.2025,0.21,0.21,0.21,0.21,0.2175,0.2175,0.2175,0.2175,0.225,0.225,0.225,0.225,0.2325,0.2325,0.2325,0.2325,0.2375,0.2375,0.2375,0.2375,0.24,0.24,0.24,0.24,0.2425,0.2425,0.2425,0.2425,0.246,0.246,0.246,0.246,0.25,0.25,0.25,0.25,0.25,0.179,0.0715,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1315,0.1315,0.1315,0.1315,0.1315,0.144,0.144,0.144,0.144,0.159,0.159,0.159,0.159,0.175,0.175,0.175,0.175,0.1875,0.1875,0.1875,0.1875,0.1975,0.1975,0.1975,0.1975,0.2125,0.2125,0.2125,0.2125,0.225,0.225,0.225,0.225,0.235,0.235,0.235,0.235,0.255,0.255,0.255,0.255,0.275,0.275,0.275,0.275,0.294,0.294,0.294
