"","1986-06-02","1986-08-29","1986-12-01","1987-03-02","1987-06-01","1987-08-31","1987-11-30","1988-02-29","1988-05-27","1988-08-29","1988-11-28","1989-02-27","1989-05-26","1989-08-28","1989-11-27","1990-02-26","1990-05-25","1990-08-31","1990-12-03","1991-03-04","1991-06-03","1991-08-30","1991-12-02","1992-03-02","1992-06-01","1992-08-31","1992-11-30","1993-03-01","1993-05-28","1993-08-30","1993-11-29","1994-02-28","1994-05-27","1994-08-29","1994-11-28","1995-02-27","1995-05-26","1995-08-30","1995-11-29","1996-02-28","1996-06-05","1996-09-04","1996-12-04","1997-03-05","1997-06-04","1997-09-03","1997-12-03","1998-03-04","1998-06-03","1998-09-02","1998-12-02","1999-03-03","1999-06-02","1999-09-01","1999-12-01","2000-03-01","2000-05-31","2000-08-30","2000-11-29","2001-02-28","2001-05-30","2001-09-05","2001-12-05","2002-02-27","2002-06-05","2002-09-04","2002-12-04","2003-03-05","2003-06-04","2003-09-03","2003-12-03","2004-03-03","2004-06-02","2004-09-01","2004-12-01","2005-03-02","2005-06-01","2005-08-31","2005-11-30","2006-03-01","2006-05-31","2006-08-30","2006-11-29","2007-02-28","2007-05-30","2007-09-05","2007-12-05","2008-03-05","2008-06-04","2008-09-03","2008-12-03","2009-03-04","2009-06-03","2009-09-02","2009-12-02","2010-03-03","2010-06-02","2010-09-01","2010-12-01","2011-03-02","2011-06-01","2011-08-31","2011-11-30","2012-02-29","2012-05-30","2012-09-05","2012-12-05","2013-02-27","2013-06-05","2013-09-04","2013-12-04","2014-03-05","2014-06-20","2014-09-03","2014-12-03","2015-03-04","2015-06-03","2015-09-02","2015-12-02","2016-03-02","2016-06-01","2016-08-31"
"Dividend",0.0475,0.0475,0.0525,0.0525,0.0525,0.0525,0.0575,0.0575,0.0575,0.0575,0.0625,0.0625,0.0625,0.075,0.075,0.0875,0.0875,0.0875,0.0925,0.0925,0.0925,0.0925,0.0925,0.0925,0.0925,0.0925,0.1,0.1,0.1,0.105,0.105,0.115,0.115,0.115,0.125,0.125,0.125,0.125,0.145,0.145,0.145,0.145,0.165,0.165,0.165,0.165,0.19,0.19,0.19,0.19,0.225,0.225,0.225,0.225,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.32,0.32,0.32,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.56,0.56,0.56,0.56,0.64,0.64,0.64,0.64,0.64,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.075
