"","1985-12-02","1986-03-05","1986-06-02","1986-08-29","1986-12-01","1987-11-30","1988-03-07","1988-06-01","1988-08-30","1988-11-28","1989-03-03","1989-06-05","1989-08-29","1989-12-04","1990-03-02","1990-06-05","1990-08-28","1990-12-07","1991-03-07","1991-06-04","1991-08-27","1991-12-02","1992-03-06","1992-06-05","1992-08-31","1992-11-30","1993-03-05","1993-06-07","1993-08-30","1993-11-30","1994-03-04","1994-06-08","1994-08-30","1994-11-28","1995-03-03","1995-06-06","1995-08-31","1995-11-30","1996-03-05","1996-06-06","1996-08-30","1996-12-05","1997-03-03","1997-06-04","1997-08-29","1997-12-03","1998-03-02","1998-06-09","1998-08-31","1998-12-02","1999-03-05","1999-06-03","1999-09-02","1999-12-01","2000-03-08","2000-06-07","2000-09-01","2000-12-04","2001-03-06","2001-06-05","2001-08-29","2001-12-03","2002-03-01","2002-06-04","2002-08-30","2002-12-04","2003-02-28","2003-06-05","2003-08-29","2003-12-03","2004-03-04","2004-06-03","2004-09-02","2004-12-02","2005-03-08","2005-06-02","2005-09-06","2005-12-01","2006-03-06","2006-06-05","2006-09-05","2006-11-30","2007-03-02","2007-04-09","2007-06-04","2007-08-30","2007-12-03","2008-03-03","2008-06-02","2008-09-04","2008-12-04","2009-03-04","2009-06-04","2009-09-03","2009-12-03","2010-03-04","2010-06-03","2010-09-02","2010-12-03","2010-12-08","2011-03-07","2011-06-06","2011-09-01","2011-12-02","2012-03-01","2012-06-04","2012-09-05","2012-12-03","2013-03-06","2013-06-03","2013-09-03","2013-12-02","2014-03-05","2014-06-02","2014-09-04","2014-12-02","2015-03-06","2015-06-01","2015-09-03","2015-12-01","2016-03-07","2016-06-02","2016-08-30"
"Dividend",0.01112,0.01112,0.01378,0.01378,0.01378,0.01511,0.01511,0.01511,0.01511,0.01867,0.01867,0.01867,0.01867,0.02311,0.02311,0.02311,0.02311,0.02489,0.02489,0.02489,0.02489,0.02711,0.02711,0.02711,0.02711,0.03022,0.03022,0.03022,0.03022,0.03156,0.03156,0.03174,0.03174,0.03307,0.03307,0.03307,0.03307,0.03467,0.03467,0.03467,0.03467,0.036,0.036,0.036,0.036,0.03734,0.03734,0.03734,0.03734,0.03934,0.03934,0.03934,0.03934,0.04134,0.04134,0.04134,0.04134,0.044,0.044,0.044,0.044,0.04667,0.04667,0.04667,0.04667,0.05,0.05,0.05,0.05,0.05667,0.0568,0.0568,0.0568,0.06534,0.06534,0.06534,0.06534,0.07467,0.07467,0.07467,0.07467,0.0808,0.0808,0.4408,0.0808,0.0808,0.09067,0.09067,0.09067,0.09067,0.096,0.096,0.096,0.096,0.1,0.1,0.1,0.1,0.10667,0.33334,0.10667,0.10667,0.10667,0.11667,0.11667,0.11667,0.1165,0.1275,0.1275,0.1275,0.1275,0.145,0.145,0.145,0.145,0.155,0.1575,0.1575,0.1575,0.17,0.17,0.17,0.17
