"","2002-04-02","2002-11-06","2003-03-28","2004-03-26","2005-04-01","2006-03-31","2007-03-30","2008-03-28","2009-03-30","2010-03-29","2011-04-04","2012-05-02","2013-05-07","2016-05-16"
"Dividend",0.36,0.15,0.36,0.36,0.4,0.44,0.6,0.595,0.595,0.7,0.75,0.75,0.75,0.8
