"","1982-03-31","1982-06-29","1982-09-28","1982-12-28","1983-03-28","1983-06-28","1990-06-11","1990-09-10","1990-12-10","1991-03-11","1991-06-10","1991-09-09","1991-12-09","1992-03-09","1992-06-08","1992-09-09","1992-12-07","1993-03-08","1993-06-07","1993-09-09","1993-12-06","1994-03-10","1994-06-16","1994-09-19","1994-12-15","1995-03-17","1995-06-20","1995-09-19","1995-12-13","1996-03-13","1996-06-12","1996-09-11","1996-12-11","1997-03-12","1997-06-12","1997-09-10","1997-12-05","1998-03-11","1998-06-10","1998-09-09","1998-12-09","1999-03-10","1999-06-09","1999-09-08","1999-12-08","2000-03-08","2000-06-16","2000-09-06","2001-09-06","2001-11-21","2002-11-22","2003-12-04","2004-12-01","2005-11-30","2006-11-29","2007-11-28","2008-12-03","2009-11-25","2010-12-01","2011-02-22","2011-05-23","2011-08-29","2011-11-28","2012-02-21","2012-05-21","2012-08-27","2012-11-26","2013-02-20","2013-05-21","2013-08-26","2013-11-25","2014-02-18","2014-05-21","2014-08-25","2014-11-24","2015-02-17","2015-05-20","2015-08-24","2015-11-23","2016-02-12","2016-05-17","2016-08-19"
"Dividend",0.02048,0.02048,0.02048,0.02048,0.02048,0.02048,0.00819,0.00819,0.00819,0.00819,0.01365,0.01365,0.01707,0.01707,0.0256,0.0256,0.0256,0.0256,0.03072,0.03072,0.0384,0.0384,0.0384,0.0384,0.0384,0.048,0.048,0.048,0.048,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.103,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,0.4,0.45,0.5,0.65,0.75,0.75,0.75,0.83,0.23,0.23,0.23,0.23,0.31,0.31,0.31,0.31,0.36,0.36,0.36,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
