"","1987-11-18","1988-02-18","1988-05-10","1988-08-19","1988-11-17","1989-02-15","1989-05-19","1989-08-21","1989-11-17","1990-02-15","1990-05-21","1990-08-20","1990-10-31","1991-02-15","1991-05-20","1991-08-19","1991-11-18","1992-02-14","1992-05-18","1992-08-19","1992-11-18","1993-02-16","1993-05-19","1993-08-19","1993-11-18","1994-02-15","1994-05-19","1994-08-19","1994-11-17","1995-02-15","1995-05-19","1995-08-23","1995-11-21","1996-02-21","1996-05-22","1996-08-21","1996-11-20","1997-02-19","1997-05-21","1997-08-08","1997-08-21","1997-11-20","1998-02-18","1998-05-20","1998-08-21","1998-11-20","1999-02-18","1999-05-21","1999-08-23","1999-11-22","2000-02-18","2000-05-23","2000-08-23","2000-11-21","2001-02-20","2001-05-23","2001-07-09","2001-08-22","2001-11-20","2002-02-20","2002-05-22","2002-08-21","2002-11-20","2003-02-19","2003-05-21","2003-08-21","2003-11-20","2004-02-19","2004-05-21","2004-08-23","2004-11-22","2005-02-17","2005-05-23","2005-08-23","2005-11-21","2006-02-27","2006-05-23","2006-08-23","2006-11-21","2007-02-20","2007-05-10","2007-05-23","2007-08-22","2007-11-20","2008-02-20","2008-05-21","2008-08-21","2008-11-20","2009-02-18","2009-05-21","2009-08-21","2009-11-20","2010-02-18","2010-05-21","2010-08-23","2010-11-22","2011-02-17","2011-05-23","2011-08-23","2011-11-21","2012-02-21","2012-05-23","2012-08-28","2012-11-20","2013-02-20","2013-05-22","2013-08-21","2013-11-21","2014-02-21","2014-05-21","2014-08-20","2014-11-20","2015-03-02","2015-05-20","2015-08-19","2015-11-19","2016-03-01","2016-05-23","2016-08-17"
"Dividend",0.0475,0.0475,0.0475,0.0475,0.0525,0.0525,0.0525,0.0525,0.0575,0.06,0.06,0.06,0.06,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.07,0.07,0.07,0.07,0.07,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0825,0.082,0.082,0.082,0.082,0.082,0.088,3.575,0.088,0.088,0.088,0.088,0.088,0.09,0.09,0.09,0.09,0.093,0.093,0.093,0.093,0.093,0.093,0.093,15,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.33,0.33,0.33
