"","1990-08-27","1991-05-24","1992-04-10","1993-03-26","1994-03-25","1995-03-28","1996-04-01","1997-04-01","1998-03-30","1999-03-30","2000-03-30","2001-03-29","2002-03-27","2003-03-28","2004-03-30","2005-03-30","2006-03-30","2007-03-29","2008-03-31","2009-03-31","2010-04-01","2010-06-03","2010-09-10","2010-12-03","2011-03-03","2011-06-03","2011-09-02","2011-12-05","2012-03-01","2012-06-13","2012-09-12","2012-12-07","2013-03-13","2013-06-13","2013-09-11","2013-12-04","2014-03-12","2014-06-12","2014-09-10","2014-12-03","2015-03-11","2015-06-11","2015-09-09","2015-12-02","2016-03-09","2016-06-15","2016-09-07"
"Dividend",0.00022,0.00022,0.00094,0.00044,0.00375,0.00375,0.001,0.00375,0.00375,0.001,0.00375,0.0075,0.0075,0.0075,0.015,0.015,0.03,0.03,0.03,0.03,0.03,0.125,0.125,0.125,0.125,0.163,0.163,0.163,0.163,0.213,0.213,0.213,0.212,0.28,0.28,0.28,0.28,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.625,0.625
