"","1998-09-24","2003-03-12","2003-05-28","2003-08-27","2003-11-25","2004-02-25","2004-05-26","2004-08-25","2004-12-06","2005-02-23","2005-05-25","2005-08-24","2005-12-05","2006-02-22","2006-05-24","2006-08-23","2006-12-05","2007-02-28","2007-05-30","2007-08-29","2007-12-05","2008-02-27","2008-05-28","2008-08-27","2008-12-09","2009-02-25","2009-05-27","2009-08-26","2009-11-23","2010-02-24","2010-05-26","2010-08-25","2010-11-22","2011-02-23","2011-05-25","2011-08-24","2011-11-21","2012-02-29","2012-05-30","2012-09-05","2012-12-05","2013-03-06","2013-06-03","2013-08-30","2013-11-27","2014-03-03","2014-06-02","2014-08-29","2014-11-26","2015-03-02","2015-06-01","2015-08-31","2015-11-27","2016-02-29","2016-05-27","2016-08-29"
"Dividend",0.07031,0.025,0.025,0.035,0.035,0.035,0.05,0.07,0.07,0.07,0.09,0.09,0.09,0.09,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.215,0.215,0.215,0.215,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.42,0.42,0.42,0.42,0.48,0.48,0.48,0.48,0.53,0.53
