"","1985-02-27","1985-05-29","1985-08-27","1985-11-26","1986-02-26","1986-05-28","1986-08-27","1986-11-26","1987-02-25","1987-05-28","1987-08-28","1987-11-25","1988-02-26","1988-05-27","1988-08-29","1988-11-28","1989-02-27","1989-05-26","1989-08-28","1989-11-27","1990-02-26","1990-05-25","1990-08-27","1990-11-27","1991-02-25","1991-05-28","1991-08-26","1991-11-25","1992-02-25","1992-05-26","1992-08-26","1992-11-24","1993-02-23","1993-05-25","1993-08-26","1993-11-24","1994-02-23","1994-05-25","1994-08-26","1994-11-25","1995-02-23","1995-05-25","1995-08-30","1995-11-29","1996-02-28","1996-05-29","1996-08-28","1996-11-26","1997-02-26","1997-05-28","1997-08-27","1997-11-25","1998-02-26","1998-05-27","1998-08-26","1998-11-24","1999-02-25","1999-05-26","1999-08-27","1999-11-26","2000-02-25","2000-05-26","2000-08-29","2000-11-28","2001-02-26","2001-05-29","2001-08-29","2001-11-28","2002-02-28","2002-05-29","2002-08-28","2002-11-26","2003-02-27","2003-05-28","2003-08-27","2003-11-25","2004-03-02","2004-05-27","2004-08-27","2004-11-23","2005-02-25","2005-05-27","2005-08-30","2005-11-29","2006-02-27","2006-05-30","2006-08-30","2006-11-29","2007-02-27","2007-05-30","2007-08-29","2007-11-29","2008-02-29","2008-05-29","2008-08-28","2008-12-01","2009-02-27","2009-05-28","2009-08-28","2009-11-30","2010-02-26","2010-05-27","2010-08-30","2010-11-29","2011-02-25","2011-05-27","2011-08-30","2011-11-29","2012-02-28","2012-05-30","2012-08-30","2012-11-29","2013-02-28","2013-05-30","2013-08-29","2013-11-27","2014-03-04","2014-05-29","2014-08-28","2014-11-26","2015-03-04","2015-05-28","2015-08-28","2015-11-27","2016-02-26","2016-05-27","2016-08-30"
"Dividend",0.055,0.055,0.0575,0.0575,0.0625,0.0625,0.0625,0.0675,0.0675,0.085,0.085,0.085,0.095,0.095,0.095,0.095,0.1075,0.1075,0.1075,0.1075,0.12,0.12,0.12,0.12,0.1325,0.1325,0.1325,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.195,0.195,0.195,0.195,0.21,0.21,0.21,0.21,0.225,0.225,0.225,0.225,0.235,0.235,0.235,0.235,0.245,0.245,0.245,0.245,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.278,0.278,0.278,0.278,0.291,0.291,0.291,0.291,0.31,0.31,0.31,0.31,0.34,0.34,0.34,0.34,0.375,0.375,0.375,0.375,0.405,0.405,0.405,0.405,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.44,0.46,0.46,0.46,0.46,0.49,0.49,0.49,0.49,0.5,0.5,0.5,0.5,0.52
