"","1995-09-27","1995-12-27","1996-03-27","1996-06-26","1996-09-26","1996-12-27","1997-03-26","1997-06-26","1997-09-26","1997-12-29","1998-03-27","1998-06-26","1998-09-28","1998-12-29","1999-03-29","1999-06-28","1999-09-28","1999-12-29","2000-03-29","2000-06-28","2000-09-27","2000-12-27","2001-03-28","2001-06-27","2001-09-26","2001-12-27","2002-03-26","2002-06-26","2002-09-26","2002-12-04","2003-03-27","2003-06-26","2003-09-26","2003-12-29","2004-03-29","2004-06-28","2004-09-28","2004-12-29","2005-03-29","2005-06-28","2005-09-28","2005-12-28","2006-03-29","2006-06-28","2006-09-27","2006-12-27","2007-03-28","2007-06-27","2007-09-26","2007-12-26","2008-03-27","2008-06-26","2008-09-26","2008-12-30","2009-03-27","2009-06-26","2009-09-28","2009-12-30","2010-03-29","2010-06-28","2010-09-28","2010-12-30","2011-03-29","2011-06-28","2011-09-28","2011-12-29","2012-03-28","2012-06-27","2012-09-26","2012-12-28","2013-03-26","2013-06-26","2013-09-26","2013-12-30","2014-03-12","2014-06-26","2014-09-26","2014-12-30","2015-03-27","2015-06-26","2015-09-28","2015-12-30","2016-03-29","2016-06-28","2016-09-28"
"Dividend",0.42,0.42,0.42,0.42,0.435,0.435,0.435,0.435,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.61,0.61,0.61,0.7,0.7,0.7,0.7,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.79,0.81,0.81,0.81,0.81,0.84,0.84,0.84,0.84,0.93,0.93,0.93,0.93,1.02,1.02,1.02,1.02,1.03,1.03,1.03,1.03,1.033,1.033,1.033,1.033,1.04,1.04,1.04,1.04,1.1,1.1,1.1,1.1,1.21,1.21,1.21,1.21,1.21,1.3,1.3,1.3,1.44,1.44,1.44,1.44,1.6,1.6,1.6
