"","2008-08-27","2008-11-25","2009-02-25","2009-05-27","2009-08-27","2009-11-25","2010-02-24","2010-05-26","2010-08-27","2010-11-26","2011-02-24","2011-05-26","2011-08-29","2011-11-28","2012-02-27","2012-05-29","2012-08-29","2012-11-28","2013-02-26","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-28","2014-08-27","2014-11-25","2015-02-26","2015-05-27","2015-08-27","2015-11-25","2016-02-25","2016-05-26","2016-08-29"
"Dividend",0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.25,0.25,0.25
