"","1990-05-11","1990-08-10","1990-11-07","1991-02-08","1991-05-10","1991-08-12","1991-11-06","1992-02-07","1992-05-11","1992-08-12","1992-11-06","1993-02-05","1993-05-10","1993-08-12","1993-11-05","1994-02-07","1994-05-10","1994-08-11","1994-11-07","1995-02-06","1995-05-10","1995-08-15","1995-11-10","1996-02-09","1996-05-10","1996-08-13","1996-11-07","1997-02-07","1997-05-09","1997-08-08","1997-11-07","1998-02-06","1998-05-08","1998-08-07","1998-11-06","1999-02-05","1999-05-07","1999-08-06","1999-11-05","2000-02-08","2000-05-10","2000-08-09","2000-11-08","2001-02-06","2001-05-09","2001-08-08","2001-11-07","2002-02-06","2002-05-08","2002-08-07","2002-11-06","2003-02-05","2003-05-07","2003-08-06","2003-11-05","2004-02-04","2004-05-13","2004-08-12","2004-11-10","2005-02-03","2005-05-12","2005-08-11","2005-11-09","2006-02-02","2006-05-11","2006-08-10","2006-11-09","2007-02-05","2007-05-10","2007-08-09","2007-11-07","2008-02-07","2008-05-08","2008-08-07","2008-11-06","2009-02-05","2009-05-07","2009-08-11","2009-11-05","2010-02-08","2010-05-13","2010-08-12","2010-11-10","2011-02-16","2011-05-12","2011-08-11","2011-11-09","2012-02-16","2012-05-10","2012-08-09","2012-11-07","2013-02-13","2013-05-09","2013-08-08","2013-11-06","2014-02-13","2014-05-08","2014-08-08","2014-11-06","2015-02-06","2015-05-14","2015-08-07","2015-11-06","2016-02-11","2016-05-12","2016-08-11"
"Dividend",0.00584,0.00667,0.00667,0.00667,0.00667,0.0075,0.0075,0.0075,0.0075,0.00834,0.00834,0.00834,0.00834,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.00917,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01167,0.01167,0.01167,0.01167,0.01167,0.01167,0.01167,0.01167,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.01334,0.01334,0.01334,0.01334,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0175,0.0175,0.0175,0.0175,0.02,0.02,0.02,0.02,0.0225,0.0225,0.0225,0.0225,0.035,0.035,0.035,0.035,0.0425,0.0425,0.085,0.085,0.085,0.085,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.155,0.155,0.155,0.155,0.1675,0.1675,0.1675,0.1675,0.1775,0.1775,0.1775
