"","2004-04-22","2005-03-23","2006-03-29","2007-03-28","2008-03-26","2009-03-25","2009-06-24","2009-09-23","2009-12-21","2010-03-24","2010-06-23","2010-09-22","2010-12-21","2011-03-23","2011-06-22","2011-09-21","2011-12-21","2012-03-21","2012-06-20","2012-09-26","2012-12-12","2013-03-26","2013-06-26","2013-09-25","2013-12-24","2014-03-26","2014-06-25","2014-09-24","2014-12-23","2015-03-25","2015-06-24","2015-09-23","2015-12-21","2016-03-22","2016-06-22","2016-09-21"
"Dividend",0.13333,0.16667,0.22,0.29,0.33,0.083,0.083,0.083,0.083,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
