"","1985-12-26","1986-03-11","1986-06-24","1986-10-06","1987-12-24","1988-03-25","1988-06-24","1988-09-26","1988-12-23","1989-03-27","1989-06-26","1989-09-25","1989-12-22","1990-03-26","1990-06-26","1990-09-24","1990-12-24","1991-03-22","1991-06-25","1991-09-24","1991-12-24","1992-03-25","1992-06-24","1992-09-24","1992-12-24","1993-03-25","1993-06-24","1993-09-24","1993-12-27","1994-03-25","1994-06-27","1994-09-26","1994-12-23","1995-03-28","1995-06-28","1995-09-26","1995-12-27","1996-03-27","1996-06-26","1996-09-25","1996-12-27","1997-03-26","1997-06-26","1997-09-26","1997-12-29","1998-03-27","1998-06-26","1998-09-28","1998-12-29","1999-03-29","1999-06-28","1999-09-28","1999-12-29","2000-03-29","2000-06-29","2000-09-29","2000-12-27","2001-03-29","2001-07-02","2001-12-27","2002-03-26","2002-07-03","2002-10-03","2002-12-27","2003-03-27","2003-06-26","2003-10-02","2003-12-29","2004-03-29","2004-07-01","2004-09-30","2004-12-29","2005-03-29","2005-06-30","2005-09-29","2005-12-28","2006-03-29","2006-06-30","2006-10-02","2006-12-26","2007-03-28","2007-06-27","2007-10-02","2007-12-26","2008-03-26","2008-06-26","2008-10-02","2008-12-29","2009-03-27","2009-06-26","2009-10-01","2009-12-23","2009-12-29","2010-03-29","2010-06-28","2010-09-28","2010-12-29","2011-03-29","2011-06-28","2011-09-28","2011-12-15","2012-03-28","2012-06-27","2012-09-26","2012-12-04","2012-12-12","2013-03-26","2013-06-20","2013-09-26","2013-12-27","2014-03-27","2014-06-26","2014-09-26","2014-12-29","2015-03-27","2015-06-26","2015-09-28","2015-12-24","2016-03-29","2016-06-28","2016-09-28"
"Dividend",0.00059,0.00059,0.00119,0.00119,0.00444,0.0037,0.0037,0.00389,0.0037,0.00407,0.00407,0.00407,0.00556,0.00556,0.00556,0.00556,0.00639,0.00639,0.00639,0.00639,0.00722,0.00722,0.00722,0.00722,0.00778,0.00778,0.00778,0.00778,0.00889,0.00889,0.00889,0.00889,0.01111,0.01111,0.01111,0.01111,0.01222,0.01222,0.01222,0.01222,0.01333,0.01333,0.015,0.015,0.01667,0.01667,0.01667,0.01667,0.01833,0.01833,0.01867,0.01833,0.02,0.02,0.02,0.02,0.02167,0.02167,0.02167,0.02333,0.02333,0.02333,0.02333,0.025,0.025,0.025,0.025,0.02833,0.02833,0.02833,0.02833,0.03333,0.7,0.03333,0.03333,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06667,0.06667,0.06667,0.06667,0.07,0.07,0.07,0.07,1,0.07333,0.07333,0.07333,0.07333,0.08333,0.08333,0.08333,0.08333,0.75667,0.09,0.09,0.09,1,0.09667,0.09667,0.09667,0.1,0.12,0.12,0.12,0.12,0.65,0.15,0.15,0.15,0.18,0.18,0.18,0.18
