"","1990-04-06","1990-07-09","1990-10-05","1991-01-07","1991-04-08","1991-07-15","1991-10-07","1992-01-06","1992-04-10","1992-07-13","1992-10-09","1993-01-11","1993-04-12","1993-07-19","1993-10-08","1994-01-10","1994-04-11","1994-07-11","1994-10-07","1995-01-09","1995-04-07","1995-07-12","1995-10-11","1996-01-10","1996-04-10","1996-07-10","1996-10-09","1996-12-26","1997-04-09","1997-07-09","1997-10-15","1998-01-14","1998-04-07","1998-07-15","1998-10-14","1999-01-13","1999-04-14","1999-07-14","1999-10-13","2000-01-12","2000-04-12","2000-07-12","2000-10-11","2001-01-10","2001-04-10","2001-07-11","2001-10-10","2002-01-11","2002-04-10","2002-07-10","2002-10-09","2003-01-15","2003-04-09","2003-07-16","2003-10-15","2004-01-14","2004-04-14","2004-07-14","2004-10-13","2005-01-12","2005-04-13","2005-07-13","2005-10-12","2006-01-11","2006-04-11","2006-07-12","2006-10-11","2007-01-10","2007-04-11","2007-07-11","2007-10-10","2008-01-09","2008-04-09","2008-07-09","2008-10-15","2008-12-05","2009-04-07","2009-07-08","2009-10-14","2010-01-13","2010-04-08","2010-07-08","2010-10-13","2011-01-12","2011-04-07","2011-07-07","2011-10-12","2012-01-09","2012-04-04","2012-07-06","2012-10-05","2013-01-08","2013-04-05","2013-07-08","2013-10-08","2014-01-08","2014-04-07","2014-07-08","2014-10-08","2015-01-08","2015-04-14","2015-07-08","2015-10-07","2016-01-07","2016-04-07","2016-07-07"
"Dividend",0.155,0.155,0.155,0.155,0.155,0.155,0.16,0.16,0.165,0.165,0.165,0.165,0.175,0.175,0.175,0.175,0.195,0.195,0.195,0.195,0.225,0.225,0.225,0.225,0.24,0.24,0.24,0.24,0.252,0.252,0.252,0.252,0.262,0.262,0.262,0.262,0.265,0.266,0.265,0.265,0.268,0.268,0.268,0.268,0.27,0.27,0.27,0.27,0.278,0.278,0.278,0.278,0.285,0.285,0.285,0.285,0.293,0.293,0.293,0.293,0.3,0.3,0.3,0.3,0.313,0.313,0.313,0.313,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.3,0.305,0.18,0.18,0.18,0.18,0.18,0.185,0.185,0.185,0.2,0.2,0.215,0.22,0.22,0.22,0.22,0.235,0.235,0.235,0.235,0.26,0.26,0.26,0.26,0.278,0.278,0.278,0.278,0.295,0.295
