"","1988-01-15","1988-04-18","1988-07-18","1988-10-17","1989-01-13","1989-04-17","1989-07-17","1989-10-16","1990-01-16","1990-04-17","1990-07-17","1990-10-16","1991-01-14","1991-04-16","1991-07-16","1991-10-15","1992-01-13","1992-04-13","1992-07-14","1992-10-13","1993-01-15","1993-04-13","1993-07-19","1993-10-18","1994-01-14","1994-04-18","1994-07-18","1994-10-17","1994-12-05","1995-03-06","1995-06-06","1995-09-28","1995-12-06","1996-03-06","1996-06-05","1996-09-04","1996-12-04","1997-03-05","1997-06-04","1997-09-03","1997-12-03","1998-03-04","1998-06-03","1998-09-02","1998-12-02"
"Dividend",0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,0.005,0.005,0.005,0.005,0.00563,0.00563,0.00563,0.00563,0.00625,0.00625,0.00625,0.00625,0.0075,0.0075,0.0075,0.0075,0.00875,0.00875,0.00875,0.00875,0.01,0.01,0.01,0.01,0.01125,0.01125,0.01125,0.01125,0.0125,0.0125,0.0125,0.0125
