"","1977-04-01","1977-07-01","1977-10-03","1977-12-30","1978-04-03","1978-06-30","1978-10-02","1978-12-29","1979-04-02","1979-06-29","1979-10-01","1979-12-28","1980-03-28","1980-06-27","1980-09-29","1980-12-26","1981-03-30","1981-06-29","1981-10-05","1982-01-04","1982-07-02","1982-10-04","1983-01-03","1983-04-04","1983-07-01","1983-10-03","1983-12-30","1984-04-02","1984-06-29","1984-10-01","1984-12-28","1985-03-29","1985-06-28","1985-09-30","1985-12-27","1986-03-27","1986-06-27","1986-09-29","1986-12-26","1987-03-30","1987-06-26","1987-09-29","1987-10-05","1987-12-31","1988-01-04","1988-04-04","1988-07-01","1988-10-03","1988-12-30","1989-04-03","1989-06-30","1989-10-02","1989-12-29","1990-04-02","1990-06-29","1990-10-01","1990-12-28","1991-04-01","1991-06-28","1991-09-30","1991-12-27","1992-03-30","1992-06-26","1992-09-28","1993-01-04","1993-03-29","1993-07-02","1993-10-04","1994-01-03","1994-04-04","1994-05-31","1994-07-01","1994-10-03","1994-12-30","1995-04-03","1995-07-05","1995-10-11","1996-01-03","1996-04-02","1996-07-02","1996-10-09","1996-12-31","1997-04-02","1997-07-01","1997-10-01","1997-12-30","1998-04-07","1998-06-30","1998-10-07","1999-01-06","1999-03-30","1999-06-30","1999-10-06","2000-01-05","2000-04-20","2000-07-05","2000-10-04","2001-01-03","2001-04-04","2001-07-03","2001-10-03","2002-01-02","2002-04-03","2002-07-02","2002-10-02","2002-12-31","2003-04-02","2003-07-01","2003-10-01","2003-12-30","2004-03-31","2004-06-30","2004-10-06","2005-01-05","2005-03-30","2005-06-29","2005-10-03","2005-10-05","2006-01-04","2006-04-05","2006-07-05","2006-10-04","2007-01-03","2007-04-03","2007-07-03","2007-10-03","2008-01-02","2008-04-09","2008-07-09","2008-10-01","2009-01-07","2009-04-01","2009-06-30","2009-09-30","2010-01-07","2010-03-30","2010-06-30","2010-10-06","2011-01-05","2011-04-06","2011-06-29","2011-10-05","2012-01-04","2012-04-03","2012-07-03","2012-10-03","2013-01-02","2013-04-03","2013-07-02","2013-10-02","2014-01-08","2014-04-02","2014-07-09","2014-10-01","2015-01-07","2015-03-31","2015-06-30","2015-10-07","2016-01-06","2016-04-06","2016-06-29"
"Dividend",0.01931,0.01931,0.02253,0.02253,0.02253,0.02575,0.02575,0.02575,0.02897,0.02897,0.02897,0.02897,0.03219,0.03219,0.03219,0.03219,0.03219,0.03219,0.03219,0.0354,0.0354,0.0354,0.03862,0.03862,0.0412,0.0412,0.0412,0.0412,0.0412,0.0412,0.0412,0.0412,0.0412,0.04377,0.04377,0.04377,0.04377,0.04377,0.04635,0.04892,0.04892,0.08754,0.04892,0.04892,0.04892,0.04892,0.04892,0.04892,0.05407,0.05407,0.05407,0.05407,0.05922,0.05922,0.05922,0.05922,0.05922,0.05922,0.05922,0.06437,0.06437,0.06437,0.06437,0.06437,0.06437,0.06437,0.06437,0.06437,0.06437,0.06437,0,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06565,0.06594,0.06565,0.06565,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.07002,0.08753,0.08753,0.08753,0.08753,0.08753,0.10504,0.10504,0.10504,0.10504,0,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.26,0.26,0.26,0.26,0.29,0.29,0.29,0.29,0.29
