"","2010-03-11","2010-05-13","2010-08-12","2010-11-10","2011-02-17","2011-05-12","2011-08-11","2011-11-09","2012-02-23","2012-05-17","2012-08-16","2012-11-15","2013-02-21","2013-05-16","2013-08-15","2013-11-14","2014-02-20","2014-04-02","2014-05-15","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-08-14","2014-11-13","2015-02-19","2015-05-14","2015-08-13","2015-11-12","2016-02-18","2016-05-12","2016-08-11"
"Dividend",0.035,0.035,0.035,0.035,0.035,0.06,0.06,0.06,0.06,0.1,0.1,0.1,0.1,0.13,0.13,0.13,0.13,0,0.16,0,0,0,0,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.24,0.24
