"","1987-12-24","1988-06-29","1988-12-23","1989-06-26","1989-12-22","1990-06-25","1990-09-24","1990-12-24","1991-03-22","1991-06-24","1991-09-24","1991-12-24","1992-03-25","1992-06-24","1992-09-24","1992-12-24","1993-03-25","1993-06-24","1993-09-24","1993-12-27","1994-03-25","1994-06-24","1994-09-26","1994-12-23","1995-03-27","1995-06-29","1995-09-27","1995-12-27","1996-03-27","1996-06-26","1996-09-26","1996-12-30","1997-03-26","1997-06-26","1997-09-26","1997-12-29","1998-03-30","1998-06-26","1998-09-28","1998-12-29","1999-03-29","1999-06-28","1999-09-28","1999-12-29","2000-03-29","2000-06-28","2000-09-27","2000-12-27","2001-03-28","2001-06-27","2001-09-26","2001-12-27","2002-03-26","2002-06-26","2002-09-26","2002-12-27","2003-03-27","2003-06-26","2003-09-26","2003-12-29","2004-03-29","2004-06-28","2004-09-28","2004-12-29","2005-03-29","2005-06-28","2005-09-28","2005-12-28","2006-03-29","2006-06-28","2006-09-27","2006-12-27","2007-03-28","2007-06-27"
"Dividend",0.00741,0.00741,0.0037,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00889,0.00889,0.00889,0.00889,0.01185,0.01185,0.01185,0.01185,0.01481,0.01481,0.01481,0.01481,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.01778,0.02222,0.022,0.022,0.022,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
