"","2000-01-12","2000-04-25","2000-07-10","2000-10-10","2001-01-10","2001-04-10","2001-07-10","2001-10-10","2002-01-10","2002-04-10","2002-07-10","2002-10-10","2003-01-10","2003-04-10","2003-07-10","2003-10-10","2004-01-12","2004-04-13","2004-07-12","2004-10-11","2005-01-10","2005-04-11","2005-07-11","2005-10-10","2006-01-10","2006-04-10","2006-07-10","2006-10-10","2007-01-10","2007-04-10","2007-07-10","2007-10-10","2008-01-10","2008-04-10","2008-07-10","2008-10-10","2009-01-12","2009-07-10","2009-10-12","2009-12-28","2010-04-12","2010-07-12","2010-10-11","2011-01-10","2011-04-01","2011-04-20","2011-07-08","2012-01-10","2012-04-16","2012-07-10","2012-10-01","2013-01-07","2013-01-10","2013-04-08","2013-07-10","2013-09-30","2014-07-10","2015-07-16","2015-10-05","2016-01-11","2016-01-12","2016-04-05","2016-07-06"
"Dividend",0.087986,0.0492,0.05248,0.052,0.05248,0.09102,0.0697,0.0697,0.0697,0.10496,0.0738,0.0738,0.0765,0.0663,0.0765,0.09,0.0765,0.114,0.1,0.085,0.085,0.1207,0.09775,0.09775,0.09775,0.186,0.1122,0.1122,0.10824,0.241,0.1246,0.1246,0.1246,0.277,0.13694,0.13694,0.13694,0.0738,0.0738,0.0738,0.15,0.0729,0.0729,0.0729,0.12069,0.1215,0.1,0.1,0.118,0.1,0.099,0.1048,0.1,0.121,0.1,0.079,0.08,0.08,0.08,0.08,0.08,0.13,0.08
