"","2013-05-16","2013-08-09","2013-11-06","2014-02-13","2014-05-09","2014-08-08","2014-11-14","2015-02-05","2015-05-19","2015-08-14","2015-11-13","2016-02-11","2016-05-13","2016-08-12"
"Dividend",0.05,0.05,0.05,0.075,0.075,0.075,0.075,0.1,0.1,0.1,0.1,0.11,0.11,0.11
