"","1994-08-26","1994-11-25","1995-02-23","1995-05-25","1995-08-30","1995-11-29","1996-02-28","1996-05-29","1996-08-28","1996-11-26","1997-02-26","1997-05-28","1997-08-27","1997-11-26","1998-02-25","1998-05-28","1998-09-11","1998-11-27","1999-02-25","1999-05-27","1999-08-30","1999-11-29","2000-02-28","2000-05-30","2000-08-30","2000-11-29","2001-02-27","2001-05-30","2001-08-29","2001-11-28","2002-02-27","2002-05-29","2002-08-28","2002-11-26","2003-02-26","2003-05-30","2003-08-27","2003-11-25","2004-02-26","2004-05-28","2004-08-30","2004-11-29","2005-02-25","2005-05-27","2005-08-30","2005-11-29","2006-02-27","2006-05-30","2006-08-30","2006-11-29","2007-02-27","2007-05-30","2007-08-29","2007-11-28","2008-02-27","2008-05-30","2008-08-27","2008-11-26","2009-02-25","2009-06-04","2009-08-28","2009-11-27","2010-02-25","2010-06-04","2010-08-30","2010-11-29","2011-02-25","2011-05-27","2011-08-30","2011-11-29","2012-02-28","2012-05-30","2012-08-30","2012-11-28","2013-02-27","2013-05-30","2013-08-29","2013-11-27","2014-02-27","2014-04-02","2014-05-16","2014-05-20","2014-05-29","2014-06-05","2014-06-11","2014-08-28","2014-11-26","2015-02-26","2015-05-28","2015-08-28","2015-11-27","2016-02-26","2016-05-27","2016-08-30"
"Dividend",0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.275,0.275,0.275,0.275,0.345,0.345,0.345,0.345,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0.4,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.42
