"","1991-02-25","1992-02-25","1993-02-23","1994-03-02","1995-02-08","1996-02-28","1997-02-26","1998-02-25","1999-02-24","2000-02-23","2001-02-21","2002-02-20","2003-02-19","2003-09-24","2004-02-19","2004-08-19","2005-02-16","2005-08-18","2006-02-15","2006-08-17","2007-02-22","2007-08-16","2008-02-21","2008-08-14","2008-12-03","2009-02-11","2009-08-13","2010-02-10","2010-08-18","2010-11-22","2011-02-11","2011-04-13","2011-07-21","2011-10-24","2012-01-30","2012-04-30","2012-07-25","2012-10-25","2012-12-05","2013-01-30","2013-04-30","2013-07-24","2013-10-23","2014-01-29","2014-04-23","2014-07-23","2014-10-22","2015-01-28","2015-04-24","2015-07-24","2015-10-23","2016-01-27","2016-04-22","2016-07-22"
"Dividend",0.00156,0.00188,0.00188,0.0025,0.0025,0.0025,0.0025,0.0025,0.005,0.01,0.01125,0.0125,0.015,0.0375,0.0375,0.0625,0.0775,0.0775,0.1,0.1,0.105,0.115,0.125,0.135,0.135,0.175,0.185,0.2,0.21,0.21,0.25,0.13,0.13,0.14,0.17,0.17,0.19,0.21,0.5,0.1,0.2,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.3,0.3,0.3
