"","2003-02-26","2003-05-28","2003-08-27","2003-11-25","2004-02-25","2004-05-26","2004-08-25","2004-11-23","2005-02-23","2005-05-25","2005-08-24","2005-11-22","2006-02-22","2006-05-24","2006-08-23","2006-11-21","2007-02-21","2007-05-23","2007-08-22","2007-11-20","2008-02-20","2008-05-21","2008-08-20","2008-11-25","2009-02-25","2009-05-27","2009-08-26","2009-11-24","2010-02-24","2010-05-26","2010-08-25","2010-11-23","2011-02-23","2011-05-25","2011-08-24","2011-11-22","2012-02-29","2012-05-30","2012-08-29","2012-11-27","2013-02-27","2013-05-29","2013-08-28","2013-11-26","2013-12-19","2014-02-26","2014-05-28","2014-08-27","2014-11-25","2015-02-25","2015-05-27","2015-08-26","2015-11-24","2016-02-24","2016-05-25","2016-08-24"
"Dividend",0.025,0.025,0.025,0.035,0.035,0.035,0.035,0.04,0.04,0.04,0.04,0.043,0.043,0.043,0.043,0.045,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.055,0.063,0.063,0.063,0.063,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.01,0.105,0.105,0.105,0.105,0.125,0.125,0.125,0.125,0.145,0.145,0.145
