"","2011-10-05","2012-01-06","2012-04-05","2012-07-06","2012-10-05","2013-01-08","2013-04-08","2013-07-08","2013-10-08","2014-01-08","2014-04-08","2014-07-08","2014-10-08","2015-01-07","2015-04-08","2015-07-08","2015-10-07","2016-01-07","2016-04-07","2016-07-08"
"Dividend",0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3
