"","1970-02-09","1970-05-12","1970-08-12","1970-11-13","1971-02-05","1971-05-12","1971-08-12","1971-11-15","1972-02-09","1972-05-12","1972-08-14","1972-11-16","1973-02-08","1973-05-14","1973-08-14","1973-11-15","1974-02-07","1974-05-09","1974-08-09","1974-11-12","1975-02-07","1975-05-12","1975-08-11","1975-11-10","1976-02-06","1976-05-10","1976-08-10","1976-11-08","1977-02-07","1977-05-10","1977-08-09","1977-11-07","1978-02-08","1978-05-09","1978-08-09","1978-11-10","1979-02-08","1979-05-09","1979-08-13","1979-11-13","1980-02-08","1980-05-12","1980-08-11","1980-11-10","1981-02-06","1981-05-11","1981-08-10","1981-11-09","1982-02-08","1982-05-11","1982-08-10","1982-11-08","1983-02-09","1983-05-10","1983-08-09","1983-11-09","1984-02-09","1984-05-10","1984-08-10","1984-11-09","1985-02-11","1985-05-10","1985-08-12","1985-11-12","1986-02-11","1986-05-12","1986-08-12","1986-11-10","1987-02-13","1987-05-12","1987-08-11","1987-11-09","1988-02-09","1988-05-10","1988-08-10","1988-11-09","1989-02-10","1989-05-10","1989-08-10","1989-11-10","1990-02-12","1990-05-10","1990-08-10","1990-11-09","1991-02-12","1991-05-13","1991-08-12","1991-11-08","1992-02-11","1992-05-12","1992-08-12","1992-11-09","1993-02-09","1993-05-11","1993-08-10","1993-11-09","1994-02-10","1994-05-10","1994-08-10","1994-11-09","1995-02-10","1995-05-10","1995-08-14","1995-11-14","1996-02-14","1996-05-14","1996-08-14","1996-11-14","1997-02-13","1997-05-14","1997-08-14","1997-11-13","1998-02-12","1998-05-13","1998-08-13","1998-11-12","1999-02-11","1999-05-13","1999-08-12","1999-11-12","2000-02-14","2000-05-12","2000-08-11","2000-11-14","2001-02-13","2001-05-11","2001-08-15","2001-11-13","2002-02-13","2002-05-13","2002-08-13","2002-11-13","2013-10-30","2014-01-29","2014-04-29","2014-07-30","2014-10-29","2015-01-29","2015-04-29","2015-07-29","2015-10-29","2016-01-28","2016-04-28","2016-07-28"
"Dividend",0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1105,0.1105,0.1105,0.1105,0.1145,0.115,0.125,0.125,0.125,0.125,0.125,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.125,0.125,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.12,0.12,0.12,0.12,0.12,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07
