"","2005-05-16","2005-08-15","2005-11-15","2006-02-14","2006-05-16","2006-08-15","2006-11-14","2007-02-13","2007-05-15","2007-08-14","2007-11-13","2008-02-12","2008-05-13","2008-08-12","2008-11-10","2009-02-10","2009-05-12","2009-08-11","2009-11-09","2010-02-22","2010-05-24","2010-08-23","2010-11-22","2011-02-28","2011-05-27","2011-08-29","2011-11-21","2012-02-21","2012-05-22","2012-08-21","2012-11-19","2013-02-15","2013-05-21","2013-08-20","2013-11-19","2014-02-14","2014-05-20","2014-08-19","2014-11-18","2015-02-13","2015-05-19","2015-08-18","2015-11-17","2016-02-23","2016-05-24","2016-08-23"
"Dividend",0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
