"","1991-12-24","1993-12-27","1994-12-23","1995-12-27","1996-12-27","1997-12-29","1998-12-29","1999-12-29","2000-12-27","2001-12-27","2002-12-27","2003-12-29","2004-12-29","2005-12-28","2006-12-27","2007-12-27","2008-12-29","2009-11-16","2009-12-28","2010-03-26","2010-06-28","2010-09-28","2010-12-29","2011-03-29","2011-06-28","2011-09-28","2011-12-27","2012-03-28","2012-06-27","2012-09-26","2012-12-27","2013-03-26","2013-06-26","2013-09-26","2013-12-27","2014-03-27","2014-06-26","2014-09-26","2014-12-29","2015-03-27","2015-06-26","2015-09-28","2015-12-29","2016-03-29","2016-06-28","2016-09-28"
"Dividend",0.0015,0.00213,0.00225,0.00275,0.00625,0.0275,0.0075,0.0325,0.04,0.05,0.06,0.07,0.09,0.11,0.22,0.33,0.4,0.1,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.213,0.213,0.213,0.213,0.265,0.265,0.265,0.265,0.305,0.305,0.305,0.305,0.345,0.345,0.345,0.345,0.38,0.38,0.38,0.38
