"","2002-11-21","2003-11-21","2004-11-19","2005-11-18","2006-11-22","2007-11-21","2008-11-20","2009-11-20","2010-11-19","2011-11-18","2012-11-16","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-21","2014-05-22","2014-08-22","2014-11-21","2015-02-20","2015-05-21","2015-08-21","2015-11-20","2016-02-19","2016-05-20","2016-08-19"
"Dividend",0.4,0.5,0.625,0.78,0.95,1.15,0.58,0.7,1.15,1.45,1.6,0.4,0.4,0.4,0.53,0.53,0.53,0.53,0.58,0.58,0.58,0.58,0.7,0.7,0.7,0.7
