"","2002-06-13","2002-09-05","2002-12-10","2003-03-06","2003-06-10","2003-09-08","2003-12-10","2004-03-09","2004-06-08","2004-09-08","2004-12-09","2005-03-09","2005-06-08","2005-09-08","2005-12-09","2006-03-09","2006-06-08","2006-09-07","2006-12-08","2007-03-08","2007-06-07","2007-09-06","2007-12-10","2008-03-07","2008-06-11","2008-09-08","2008-12-10","2009-03-09","2009-06-16","2009-09-08","2009-12-10","2010-03-09","2010-06-15","2010-09-08","2010-11-18","2011-03-16","2011-06-15","2011-09-08","2011-12-09","2012-03-08","2012-06-14","2012-09-06","2012-11-19","2013-03-07","2013-06-13","2013-09-06","2013-12-10","2014-03-07","2014-06-17","2014-09-08","2014-12-10","2015-03-09","2015-06-16","2015-09-08","2015-12-10","2016-03-10","2016-06-14","2016-09-08"
"Dividend",0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.4,0.4
