"","1988-03-11","1988-06-13","1988-09-12","1988-12-12","1989-03-13","1989-06-12","1989-09-11","1989-12-11","1990-03-12","1990-06-11","1990-09-10","1990-12-10","1991-03-11","1991-06-10","1991-09-10","1991-12-10","1992-03-11","1992-06-10","1992-09-10","1992-12-11","1993-03-11","1994-12-29","1995-03-13","1995-06-22","1995-09-13","1995-12-13","1996-03-13","1996-06-12","1996-09-12","1996-12-12","1997-03-13","1997-06-12","1997-09-11","1997-11-26","1998-03-12","1998-06-11","1998-09-11","1998-12-11","1999-03-11","1999-06-11","1999-09-13","1999-12-13","2000-03-13","2000-06-13","2000-09-13","2000-12-13","2001-03-13","2001-06-13","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-12","2003-03-12","2003-06-12","2003-09-11","2008-08-05","2008-11-04","2009-02-03","2009-05-05","2009-08-04","2009-11-03","2009-11-09","2010-02-02","2010-05-04","2010-08-04","2010-11-02","2011-02-01","2011-04-20","2011-08-02","2011-11-01","2012-01-31","2012-05-01","2012-07-31","2012-10-31","2013-02-05","2013-04-30","2013-07-30","2013-12-03","2014-03-04","2014-06-03","2014-09-02","2014-12-02","2015-03-03","2015-06-02","2015-09-01","2015-12-01","2016-03-01","2016-05-31","2016-09-06"
"Dividend",0.07,0.115,0.125,0.125,0.125,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.05,0.05,0.05,0.05,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.05,0.05,0.05,0.05,1.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.275,0.275,0.275,0.275,0.275,0.275
