"","2006-11-20","2007-11-28","2009-11-17","2010-05-10","2010-08-10","2010-11-19","2011-04-29","2011-07-26","2011-10-31","2011-11-21","2012-02-14","2012-05-17","2012-07-27","2012-11-05","2013-02-12","2013-05-07","2013-08-08","2013-11-05","2013-11-18","2014-02-11","2014-05-13","2014-08-08","2014-11-07","2015-02-11","2015-05-07","2015-08-07","2015-11-09","2016-02-19","2016-05-13","2016-08-09"
"Dividend",6,6,4,0.25,0.25,8,0.5,0.5,0.5,5,0.5,0.5,0.5,8,1,1,1,1,3,1.25,1.25,1.25,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5
