"","1993-11-05","1994-02-08","1994-05-09","1994-08-08","1994-11-07","1995-02-08","1995-05-08","1995-08-09","1995-11-10","1996-02-12","1996-05-15","1996-08-14","1996-11-13","1997-03-05","1997-05-28","1997-09-03","1997-12-03","1998-03-04","1998-06-03","1998-09-01","1998-12-02","1999-03-03","1999-06-02","1999-08-31","1999-12-01","2000-03-01","2000-05-31","2000-08-30","2000-11-29","2001-02-28","2001-05-30","2001-08-29","2001-11-28","2002-02-27","2002-05-28","2007-11-27","2011-05-18","2011-08-24","2011-11-22","2012-02-22","2013-05-29","2013-08-21","2013-11-13","2014-02-19","2014-04-02","2014-05-16","2014-05-20","2014-05-28","2014-06-05","2014-06-11","2014-08-20","2014-11-12","2015-05-27","2015-08-21"
"Dividend",0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,0.04288,33.029999,0.79,0.79,0.79,0.79,0.56,0.56,0.56,0.56,0,0,0,0.75,0,0,0.75,0.75,0.15,0.15
