"","2006-03-22","2006-06-21","2006-09-20","2006-12-20","2007-03-21","2007-06-20","2007-09-19","2007-12-19","2008-03-18","2008-06-18","2008-09-17","2008-12-23","2009-03-25","2009-06-24","2009-09-23","2009-12-22","2010-03-24","2010-06-23","2010-09-22","2010-12-21","2011-03-23","2011-06-22","2011-09-21","2011-12-21","2012-03-21","2012-06-20","2012-09-19","2012-12-19","2013-03-20","2013-06-19","2013-09-18","2013-12-18","2014-03-19","2014-06-16","2014-09-17","2014-12-23","2015-03-18","2015-06-17","2015-09-16","2015-12-22","2016-03-16","2016-06-15","2016-09-21"
"Dividend",0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
