"","2010-08-04","2010-11-03","2011-02-03","2011-05-04","2011-08-03","2012-02-02","2012-05-02","2012-08-02","2012-11-02","2013-02-04","2013-05-02","2013-08-05","2013-11-04","2014-02-04","2014-05-02","2014-08-04","2014-11-04","2015-02-04","2015-05-04","2015-08-04","2015-11-04","2016-02-03","2016-05-04","2016-08-03"
"Dividend",0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425
