"","2010-03-23","2010-06-23","2010-09-24","2010-12-22","2011-03-23","2011-06-22","2011-09-21","2011-12-21","2012-03-21","2012-06-20","2012-09-21","2012-10-18","2012-12-21","2013-03-21","2013-06-21","2013-09-23","2013-12-24","2014-03-21","2014-06-23","2014-09-23","2014-09-26","2014-11-25","2014-12-03","2015-03-04","2015-06-10","2015-09-09","2015-11-27","2016-03-03","2016-06-02","2016-09-08"
"Dividend",0.05823,0.05823,0.05823,0.17375,0.17375,0.23105,0.23105,0.23105,0.23105,0.24954,0.24954,3.76155,0.24954,0.24954,0.24954,0.24954,0.24954,0.24954,0.24954,0.439,0.669,0.255,0.475,0.475,0.475,0.475,0.485,0.485,0.485,0.485
