"","2004-02-12","2004-05-13","2004-08-13","2004-11-15","2005-02-17","2005-05-13","2005-08-15","2005-11-15","2006-02-17","2006-05-15","2006-08-15","2006-11-15","2007-02-16","2007-05-14","2007-08-14","2007-11-14","2008-02-14","2008-05-14","2008-08-14","2008-11-13","2009-02-17","2009-05-14","2009-08-13","2009-11-13","2010-02-25","2010-05-13","2010-08-13","2010-11-15","2011-02-25","2011-05-13","2011-08-15","2011-11-15","2012-02-28","2012-05-15","2012-08-15","2012-11-15","2013-02-27","2013-05-15","2013-08-15","2013-11-14","2014-02-27","2014-05-15","2014-08-14","2014-11-13","2015-02-26","2015-05-14","2015-08-13","2015-11-12","2016-02-26","2016-05-13","2016-08-15"
"Dividend",0.1,0.1,0.1,0.1,0.125,0.125,0.125,0.125,0.188,0.188,0.188,0.188,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.7,0.7,0.7
