"","2004-01-06","2004-04-05","2004-07-02","2004-10-06","2005-01-07","2005-04-04","2005-07-06","2005-10-03","2006-01-09","2006-04-03","2006-07-05","2006-10-02","2007-01-08","2007-04-02","2007-07-02","2007-10-01","2008-01-07","2008-04-02","2008-07-01","2008-10-01","2009-01-07","2009-04-02","2009-07-01","2009-09-30","2010-01-05","2010-04-01","2010-07-01","2010-09-30","2011-01-06","2011-04-01","2011-06-30","2011-10-05","2012-01-05","2012-03-30","2012-06-29","2012-09-27","2013-01-09","2013-03-28","2013-06-28","2013-09-27","2014-01-03","2014-04-04","2014-07-07","2014-10-03","2015-01-09","2015-04-06","2015-07-06","2015-10-02","2016-01-08","2016-04-04","2016-07-01","2016-09-30"
"Dividend",0.075,0.075,0.075,0.075,0.075,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.17,0.17,0.17,0.17,0.3,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.38,0.38,0.38,0.38,0.4,0.4,0.4
