"","1972-07-25","1972-10-25","1973-01-23","1973-04-24","1973-07-24","1973-10-23","1974-01-25","1974-04-24","1974-07-25","1974-10-25","1975-01-24","1975-04-24","1975-07-25","1975-10-24","1976-01-23","1976-04-23","1976-07-27","1976-10-26","1977-01-25","1977-04-26","1977-07-27","1977-10-25","1978-01-23","1978-04-25","1978-07-25","1978-10-25","1979-01-24","1979-04-26","1979-07-27","1979-10-26","1980-01-25","1980-04-28","1980-07-28","1980-10-27","1981-01-26","1981-04-27","1981-07-27","1981-10-26","1983-07-27","1983-10-26","1984-01-25","1984-04-26","1984-07-27","1984-10-26","1984-11-26","1985-01-24","1985-04-26","1985-07-30","1985-10-28","1986-01-24","1986-04-28","1986-07-29","1986-10-27","1987-01-26","1987-04-27","1987-07-28","1987-10-27","1988-01-25","1988-04-26","1988-07-27","1988-10-26","1989-01-24","1989-04-26","1989-07-27","1989-10-26","1990-01-24","1990-04-26","1990-07-27","1990-10-26","1991-01-24","1991-04-26","1991-07-29","1991-10-28","1992-01-27","1992-04-27","1992-07-27","1992-10-26","1993-01-25","1993-04-26","1993-07-27","1993-10-26","1994-01-24","1994-04-26","1994-07-27","1994-10-26","1995-01-24","1995-04-26","1995-07-31","1995-10-30","1996-01-29","1996-04-30","1996-07-31","1996-10-30","1997-01-28","1997-04-30","1997-07-30","1997-10-29","1998-01-28","1998-04-08","1998-04-29","1998-07-29","1998-10-28","1999-01-27","1999-04-29","1999-07-29","1999-10-28","2000-01-28","2000-04-28","2000-06-29","2000-07-24","2000-10-30","2001-01-26","2001-04-30","2001-08-01","2001-10-31","2002-01-28","2002-05-01","2002-07-31","2002-10-30","2003-01-29","2003-04-30","2003-07-30","2003-10-29","2004-01-28","2004-04-28","2004-07-28","2004-10-28","2005-01-26","2005-04-28","2005-07-29","2005-10-28","2006-01-26","2006-04-28","2006-07-31","2012-01-27","2012-04-30","2012-08-01","2012-10-31","2013-01-28","2013-05-01","2013-07-31","2013-10-30","2014-01-29","2014-04-30","2014-07-30","2014-10-29","2015-01-28","2015-04-29","2015-07-29","2015-10-28","2016-01-27","2016-04-27","2016-07-26"
"Dividend",0.0219,0.0219,0.02271,0.02271,0.03244,0.02595,0.02595,0.02595,0.02595,0.02595,0.02595,0.01946,0.01946,0.01946,0.01946,0.01946,0.02595,0.02595,0.02595,0.03244,0.03244,0.03244,0.03244,0.0365,0.0365,0.0365,0.0365,0.04055,0.04055,0.04055,0.04055,0.04055,0.01217,0.01217,0.01217,0.01217,0.01217,0.01217,0.01217,0.01825,0.01825,0.02433,0.02433,0.02433,0.03041,0.03041,0.0365,0.0365,0.04258,0.04258,0.05018,0.05018,0.0593,0.0593,0.06843,0.06843,0.09124,0.09124,0.10949,0.10949,0.10949,0.13686,0.13686,0.13686,0.13686,0.13686,0.13686,0.13686,0.13686,0.13686,0.07299,0.07299,0.07299,0.07299,0.07299,0.07299,0.07299,0.07299,0.07299,0.07299,0.07299,0.07299,0.08211,0.08211,0.09489,0.09489,0.11314,0.11314,0.12773,0.12773,0.12773,0.14051,0.14051,0.14051,0.15328,0.15328,0.15328,0.15328,0,0.23081,0.23081,0.25279,0.25279,0.25279,0.25279,0.27477,0.27477,0.27477,0,0.28601,0.3,0.3,0.3,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.125,0.125,0.125,0.125,0.15,0.15,0.15,0.15,0.4,0.15,0.15
