"","2011-08-15","2011-11-14","2012-02-14","2012-05-14","2012-08-14","2012-11-19","2013-02-15","2013-05-14","2013-08-19","2013-11-18","2014-02-14","2014-05-19","2014-08-18","2014-11-17","2015-02-13","2015-05-18","2015-08-17","2015-11-16","2016-02-12","2016-05-16","2016-08-15"
"Dividend",0.1,0.125,0.125,0.125,0.175,0.175,0.175,0.175,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.32,0.32,0.32,0.32,0.36
