"","1984-03-26","1984-06-25","1984-09-24","1984-12-21","1985-03-25","1985-06-24","1985-09-24","1985-12-24","1986-03-24","1986-06-24","1986-09-24","1986-12-24","1987-03-25","1987-06-24","1987-09-24","1987-12-24","1988-03-25","1988-06-24","1988-09-26","1988-12-23","1989-04-04","1989-07-03","1989-10-03","1990-01-04","1990-04-04","1990-07-03","1990-10-03","1991-01-04","1991-04-04","1991-07-03","1991-10-04","1992-01-06","1992-04-06","1992-07-06","1992-10-05","1993-01-05","1993-04-02","1993-07-02","1994-01-04","1994-04-05","1994-07-05","1994-10-04","1995-01-04","1995-04-04","1995-07-06","1995-10-05","1996-01-08","1996-04-08","1996-07-08","1996-10-08","1997-01-08","1997-04-08","1997-10-08","1998-01-07","1998-04-07","1998-07-08","1998-10-07","1999-01-06","1999-04-07","1999-07-07","1999-10-06","2000-01-06","2000-04-06","2000-07-03","2000-07-06","2000-10-05","2001-01-08","2001-04-06","2001-07-06","2001-10-05","2002-01-08","2002-04-08","2002-07-08","2002-10-08","2003-01-08","2003-04-08","2003-07-08","2003-10-08","2004-01-07","2004-04-06","2004-07-07","2004-10-06","2005-01-06","2005-04-06","2005-07-06","2005-10-05","2006-01-06","2006-04-06","2006-07-06","2006-10-05","2006-11-20","2007-01-08","2007-04-05","2007-07-06","2007-10-05","2008-01-08","2008-04-01","2008-04-08","2008-07-08","2008-10-08","2009-01-07","2009-04-07","2009-07-08","2009-10-07","2010-01-06","2010-04-07","2010-07-07","2010-10-06","2011-01-06","2011-04-06","2011-07-06","2011-10-05","2012-01-06","2012-04-05","2012-07-06","2012-10-05","2013-01-08","2013-04-08","2013-07-08","2013-10-08","2014-01-08","2014-04-08","2014-07-08","2014-10-08","2015-01-07","2015-04-08","2015-07-08","2015-10-07","2016-01-06","2016-04-06","2016-07-06"
"Dividend",0.17986,0.17986,0.17986,0.17986,0.19111,0.01911,0.19111,0.19111,0.20235,0.20235,0.20235,0.20235,0.21584,0.21584,0.21584,0.21584,0.22933,0.22933,0.22933,0.22933,0.24731,0.24731,0.24731,0.24731,0.2653,0.2653,0.2653,0.2653,0.28329,0.28329,0.28329,0.28329,0.29228,0.29228,0.29228,0.29228,0.30127,0.30127,0.30127,0.31027,0.31027,0.31027,0.31027,0.31476,0.31476,0.31476,0.31476,0.32376,0.32376,0.32376,0.32376,0.33275,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34714,0.34624,0.34624,0.34624,0.34624,0.04227,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.34624,0.36423,0.36423,0.36423,0.36423,0.36423,0.36423,0.36423,0,0.37809,0.37809,0.37809,0.40143,0.40143,0,0.40329,0.40329,0.43143,0.43143,0.43143,0.43143,0.4455,0.4455,0.4455,0.475,0.488,0.488,0.488,0.488,0.5,0.5,0.5,0.5,0.515,0.515,0.515,0.515,0.53,0.53,0.53,0.53,0.55,0.55,0.55,0.55,0.565,0.565,0.565,0.565
